target_id	length	eff_length	est_counts	tpm
CDP22168	156	10.3458	4	28.024
CDP20366	721	542	4.45046	0.595167
CDP20367	1251	1072	33.0165	2.23239
CDP20368	1940	1761	155	6.37978
CDP22169	1447	1268	0	0
CDP20369	590	411	39	6.87791
CDP22170	1589	1410	156	8.01935
CDP22171	420	241	8.65094	2.60183
CDP22172	897	718	42	4.23993
CDP20370	522	343	0	0
CDP20371	993	814	0	0
CDP20376	1891	1712	5698	241.242
CDP20374	2350	2171	429	14.3229
CDP20373	1631	1452	38	1.89693
CDP20375	1431	1252	389	22.5205
CDP20377	1969	1790	774	31.3416
CDP20378	2683	2504	6225	180.193
CDP20372	1331	1152	85	5.3481
CDP22173	993	814	0	0
CDP22174	426	247	0	0
CDP22175	723	544	0	0
CDP22176	570	391	0	0
CDP20386	1597	1418	710.192	36.3022
CDP20387	1162	983	2	0.147472
CDP20390	1491	1312	2151	118.834
CDP20391	990	811	0	0
CDP20388	1809	1630	15	0.667017
CDP20389	2855	2676	1468	39.7625
CDP22177	648	469	0	0
CDP20395	521	342	12	2.54325
CDP20393	1371	1192	0	0
CDP20397	459	280	125	32.3583
CDP20394	1284	1105	0	0
CDP20396	882	703	83	8.55768
CDP20392	1365	1186	0	0
CDP22178	630	451	32.4713	5.21863
CDP20398	153	9.8295	0	0
CDP22179	300	121	1	0.599029
CDP22180	507	328	54	11.9331
CDP20399	624	445	7	1.14017
CDP20400	1926	1747	0	0
CDP20401	1144	965	52.6969	3.95814
CDP20402	919	740	1124.5	110.144
CDP20403	1509	1330	0	0
CDP20404	2159	1980	405	14.826
CDP22181	539	360	21.4223	4.31317
CDP22182	1401	1222	50.3686	2.9876
CDP22183	960	781	84.3197	7.82549
CDP22184	1289	1110	237.309	15.4962
CDP22185	1746	1567	4.3047	0.199116
CDP20405	723	544	95	12.6578
CDP20407	381	202	0	0
CDP20406	534	355	0	0
CDP22186	1320	1141	137.454	8.73183
CDP20409	630	451	2	0.32143
CDP20408	399	220	0	0
CDP22188	522	343	1	0.211319
CDP20410	1536	1357	186.924	9.98434
CDP20411	669	490	0	0
CDP22189	1337	1158	801	50.1369
CDP22190	447	268	73	19.7434
CDP20412	1203	1024	1.02934	0.0728608
CDP20413	2457	2278	301.316	9.58743
CDP20416	398	219	28	9.26717
CDP20414	645	466	0	0
CDP20417	939	760	0	0
CDP20415	1546	1367	445	23.5953
CDP22191	1476	1297	3	0.167654
CDP20418	6469	6290	449	5.17403
CDP20419	1232	1053	204.635	14.0859
CDP20420	1409	1230	163	9.60541
CDP22192	252	73.0112	42.6732	42.3642
CDP20421	4035	3856	604	11.3536
CDP22193	261	82.002	22	19.4461
CDP22194	1467	1288	24.1186	1.35728
CDP22196	800	621	10	1.16719
CDP22195	330	151	0	0
CDP22197	885	706	251.831	25.8546
CDP20425	462	283	34.2883	8.78199
CDP20424	2407	2228	29.9574	0.974592
CDP20422	1797	1618	31.5473	1.41324
CDP20423	1506	1327	10	0.546214
CDP20426	1776	1597	259	11.7552
CDP20427	165	12.1958	0	0
CDP22198	552	373	2	0.388646
CDP22199	222	43.8484	0	0
CDP22200	1021	842	100	8.60838
CDP22201	498	319	0	0
CDP20429	1302	1123	46.5	3.00128
CDP20428	654	475	2	0.30519
CDP20430	527	348	0	0
CDP20431	1121	942	584	44.9361
CDP20435	2394	2215	740	24.2154
CDP20434	432	253	2102	602.207
CDP20433	1874	1695	356	15.2235
CDP20432	438	259	144	40.2992
CDP22202	525	346	2	0.418974
CDP22203	1068	889	171.033	13.9448
CDP20436	324	145	0.241773	0.120858
CDP20437	231	52.2911	0	0
CDP20438	414	235	0	0
CDP20439	75	4.11003	0	0
CDP20440	1614	1435	37	1.86889
CDP20442	456	277	0	0
CDP20443	2172	1993	24	0.872845
CDP20444	3060	2881	39.114	0.984061
CDP20441	2827	2648	182.863	5.00543
CDP22204	1248	1069	19.4407	1.31816
CDP22205	831	652	0	0
CDP20445	459	280	0	0
CDP20446	694	515	9.52533	1.34062
CDP22206	333	154	2.21597	1.04298
CDP22208	288	109	0	0
CDP22207	204	29.2345	0	0
CDP20447	1563	1384	773	40.4834
CDP20448	2021	1842	149	5.86314
CDP20449	405	226	0	0
CDP20450	924	745	0	0
CDP20452	366	187	0	0
CDP20451	1866	1687	64	2.74978
CDP22209	693	514	5.89753	0.83165
CDP22210	1017	838	617.912	53.4461
CDP20453	1278	1099	0	0
CDP22211	504	325	0	0
CDP20456	495	316	0	0
CDP20455	1275	1096	395	26.1228
CDP20460	759	580	0	0
CDP20457	1010	831	0	0
CDP20459	720	541	0	0
CDP20458	821	642	0	0
CDP22212	1674	1495	59.1012	2.86542
CDP22213	303	124	0	0
CDP20461	928	749	427	41.3218
CDP22214	270	91.0003	0	0
CDP20462	1129	950	0	0
CDP20465	1054	875	884.869	73.3
CDP20464	384	205	7.58965	2.6835
CDP20463	3483	3304	281.34	6.17198
CDP20466	223	44.7603	0	0
CDP22215	1533	1354	0	0
CDP22216	834	655	25.4191	2.81289
CDP22217	624	445	0	0
CDP22218	1014	835	0	0
CDP20467	1368	1189	2	0.121922
CDP22219	948	769	0	0
CDP22220	750	571	77.9166	9.89071
CDP22221	651	472	26.6131	4.08683
CDP20468	2889	2710	5.40238	0.144494
CDP22222	684	505	6	0.861179
CDP22223	387	208	3	1.04542
CDP22224	285	106	0	0
CDP22225	1371	1192	0	0
CDP22226	609	430	70.35	11.8585
CDP20471	204	29.2345	10.8706	26.952
CDP20469	453	274	0	0
CDP20470	982	803	247.166	22.3104
CDP22227	1136	957	55.7629	4.22345
CDP22228	1125	946	8.69294	0.666053
CDP22229	1215	1036	18.0308	1.2615
CDP22230	571	392	659.056	121.862
CDP22231	381	202	10.9636	3.93402
CDP22232	324	145	0	0
CDP20473	2741	2562	87	2.46135
CDP20474	1990	1811	464	18.5709
CDP20472	1675	1496	50.8944	2.46588
CDP20475	3012	2833	420	10.7457
CDP20476	363	184	0	0
CDP22233	1381	1202	11.8302	0.713379
CDP22234	135	7.48819	0	0
CDP22235	273	94.0001	0	0
CDP22236	1412	1233	271.759	15.9755
CDP22237	111	5.62895	0	0
CDP20477	225	46.6066	0	0
CDP20478	1204	1025	237	16.7594
CDP20479	912	733	0	0
CDP22238	261	82.002	489.022	432.253
CDP20480	1275	1096	895.962	59.2533
CDP20484	1931	1752	212	8.77072
CDP20481	537	358	0	0
CDP20482	2092	1913	2413.04	91.4287
CDP20486	1228	1049	0	0
CDP20485	1074	895	0	0
CDP20483	1126	947	1378	105.471
CDP20488	2893	2714	2164	57.7937
CDP20489	592	413	63	11.0567
CDP20487	1863	1684	1127	48.5082
CDP20490	1524	1345	1970	106.164
CDP22239	639	460	0	0
CDP22240	531	352	0	0
CDP22241	1002	823	39.3705	3.4674
CDP22242	249	70.019	0	0
CDP22243	1166	987	573.241	42.0972
CDP22244	934	755	34	3.26411
CDP22245	735	556	89.2765	11.6385
CDP20491	2277	2098	0	0
CDP22246	1037	858	71.5448	6.044
CDP22247	264	85.0011	0	0
CDP20492	3036	2857	2216.93	56.244
CDP22248	495	316	13	2.98188
CDP20493	1831	1652	59	2.58866
CDP20494	1198	1019	3072	218.515
CDP22249	459	280	0	0
CDP22250	585	406	0	0
CDP20496	987	808	23.314	2.09141
CDP20495	372	193	0	0
CDP20497	459	280	0	0
CDP20498	519	340	0	0
CDP20499	1735	1556	81.7904	3.81001
CDP22251	1940	1761	464.498	19.1187
CDP22252	957	778	3.04626	0.283805
CDP20503	1376	1197	7.64421	0.462884
CDP20504	183	17.7996	0	0
CDP22253	1017	838	62.5622	5.4113
CDP22254	390	211	11.0607	3.79957
CDP22255	840	661	17.5482	1.92426
CDP20505	198	25.324	4	11.4488
CDP22256	1314	1135	0	0
CDP22257	129	6.9214	0	0
CDP20506	3046	2867	14	0.353943
CDP20507	1032	853	141	11.9813
CDP20509	989	810	136.541	12.2184
CDP20508	2289	2110	1051	36.1039
CDP20510	2908	2729	928	24.6478
CDP20511	2770	2591	2482	69.4333
CDP20512	917	738	708	69.5361
CDP22258	573	394	3511	645.904
CDP20514	420	241	0	0
CDP20513	1849	1670	0	0
CDP22259	480	301	1	0.240806
CDP22260	156	10.3458	0	0
CDP22261	651	472	126.719	19.4595
CDP20517	540	361	0	0
CDP22262	993	814	176.059	15.6771
CDP22263	528	349	14.7393	3.06116
CDP20518	525	346	0	0
CDP22264	468	289	0	0
CDP22265	879	700	199	20.6058
CDP22266	309	130	16.1239	8.99001
CDP22267	801	622	402.444	46.8974
CDP22268	1725	1546	240.67	11.2836
CDP20519	4428	4249	288.106	4.91473
CDP22269	1472	1293	6064.93	339.986
CDP22270	645	466	5.90836	0.918998
CDP20520	2552	2373	3724	113.748
CDP20522	1005	826	0	0
CDP20521	2007	1828	2.07244	0.0821749
CDP22271	531	352	3.28741	0.676931
CDP22272	858	679	0	0
CDP22273	600	421	0	0
CDP20523	4014	3835	332.803	6.29007
CDP22274	228	49.4247	0	0
CDP22275	459	280	6.9416	1.79695
CDP22276	939	760	2.29684	0.219054
CDP20524	853	674	145.37	15.6332
CDP22277	480	301	63	15.1708
CDP22278	348	169	0	0
CDP22279	174	14.6185	0	0
CDP20530	450	271	0	0
CDP20529	612	433	0	0
CDP20525	1531	1352	17	0.911393
CDP20527	2844	2665	454	12.3479
CDP20526	2883	2704	311	8.33656
CDP20531	415	236	87	26.7203
CDP20528	522	343	102	21.5546
CDP22280	294	115	0	0
CDP20532	2886	2707	43.3749	1.1614
CDP22281	525	346	0	0
CDP20533	645	466	0	0
CDP16590	756	577	0	0
CDP16597	204	29.2345	15	37.1903
CDP16594	1701	1522	1.45872	0.0694688
CDP16595	1221	1042	7	0.486927
CDP16587	1047	868	0	0
CDP16593	1547	1368	21	1.11267
CDP16596	1874	1695	12.5413	0.536297
CDP16586	498	319	1	0.227218
CDP16588	495	316	0	0
CDP16589	1484	1305	199	11.0529
CDP16591	1489	1310	1.06959	0.0591807
CDP16592	1275	1096	30	1.98401
CDP20535	1105	926	4	0.3131
CDP20534	1375	1196	290	17.5752
CDP20537	2296	2117	103	3.52655
CDP20541	3046	2867	250	6.32042
CDP20538	1055	876	282	23.3334
CDP20540	1805	1626	1454.29	64.8282
CDP20539	1215	1036	48	3.35826
CDP20536	4428	4249	750	12.794
CDP22282	531	352	226.617	46.6642
CDP20542	3285	3106	130.512	3.04566
CDP22283	1347	1168	638.655	39.633
CDP20544	1065	886	19	1.55437
CDP20543	465	286	0	0
CDP20545	1040	861	50.2162	4.22741
CDP20546	1083	904	0	0
CDP20547	2022	1843	63	2.4777
CDP20548	1830	1651	0	0
CDP20550	2428	2249	256	8.25057
CDP20549	1176	997	41	2.98073
CDP20553	420	241	0	0
CDP20551	315	136	0	0
CDP20552	580	401	22.1936	4.0116
CDP20557	4008	3829	1580.93	29.9269
CDP20554	2694	2515	27.4081	0.789905
CDP20556	690	511	38	5.39009
CDP20555	334	155	102.079	47.7353
CDP20558	708	529	0	0
CDP20560	1425	1246	2	0.116344
CDP20559	1575	1396	4	0.207686
CDP20561	627	448	362	58.5685
CDP20562	480	301	855	205.889
CDP20564	1479	1300	972.404	54.2171
CDP20566	1158	979	48	3.55379
CDP20563	2679	2500	2895	83.9348
CDP20565	1049	870	6	0.49988
CDP20567	5187	5008	567.998	8.22084
CDP20568	3759	3580	560.886	11.356
CDP20577	2286	2107	0	0
CDP20578	780	601	12.726	1.5348
CDP20579	1406	1227	316	18.6671
CDP20580	303	124	0	0
CDP20582	1309	1130	111	7.11997
CDP20581	198	25.324	0	0
CDP20583	1282	1103	334	21.9485
CDP20584	2510	2331	361	11.2253
CDP20585	599	420	167.015	28.823
CDP20586	3348	3169	709.171	16.2204
CDP20587	1974	1795	595.847	24.0605
CDP20588	693	514	2.51961	0.355307
CDP20589	933	754	54	5.19106
CDP20591	695	516	246.706	34.6549
CDP20592	1977	1798	186.483	7.51765
CDP20590	318	139	7	3.6502
CDP20593	288	109	21	13.9645
CDP20595	300	121	0	0
CDP20594	366	187	0	0
CDP20598	2141	1962	23	0.849693
CDP20596	1110	931	1052	81.9029
CDP20602	2171	1992	1102	40.0983
CDP20600	1008	829	55	4.80885
CDP20601	783	604	117	14.0405
CDP20599	1739	1560	1400	65.0484
CDP20597	1793	1614	11	0.493995
CDP20603	898	719	0	0
CDP20605	501	322	1	0.225101
CDP20607	2995	2816	356.329	9.17174
CDP20606	510	331	0	0
CDP20608	1106	927	109	8.52276
CDP20609	2130	1951	14	0.520121
CDP20610	2716	2537	37	1.0571
CDP20611	3135	2956	489.738	12.0086
CDP20615	1144	965	134	10.0649
CDP20612	1782	1603	1173	53.0393
CDP20614	1215	1036	52	3.63812
CDP20613	474	295	0	0
CDP20616	908	729	76	7.55648
CDP17014	1899	1720	20.2717	0.854271
CDP17013	1853	1674	3	0.129897
CDP17012	2013	1834	300	11.8565
CDP20617	5285	5106	969	13.7555
CDP20623	2604	2425	382	11.4179
CDP20624	5703	5524	537	7.04619
CDP20628	912	733	4105	405.922
CDP20626	1287	1108	3269	213.85
CDP20627	2274	2095	970	33.5599
CDP20625	2296	2117	877	30.027
CDP20629	2053	1874	918.522	35.5266
CDP20631	1595	1416	29.757	1.52321
CDP20630	2484	2305	471.513	14.8271
CDP20633	1185	1006	14	1.0087
CDP20634	1540	1361	42	2.23679
CDP20632	1360	1181	118	7.24212
CDP20635	1590	1411	15.0958	0.775464
CDP20636	615	436	3	0.498733
CDP20637	628	449	65	10.493
CDP20638	3303	3124	762	17.6798
CDP20639	3153	2974	244.234	5.95249
CDP20649	1556	1377	1018	53.5855
CDP20646	475	296	711.862	174.316
CDP20647	1380	1201	5354.59	323.16
CDP20648	1549	1370	253	13.3855
CDP20651	3276	3097	5173	121.069
CDP20650	633	454	2.02162	0.322759
CDP20652	1459	1280	10630	601.945
CDP20653	1399	1220	144	8.55532
CDP20654	2824	2645	1166	31.9526
CDP20655	183	17.7996	0	0
CDP20656	738	559	0	0
CDP20657	477	298	0	0
CDP20658	342	163	0	0
CDP20659	1713	1534	3	0.141752
CDP20660	876	697	140	14.5589
CDP17261	1182	1003	0	0
CDP17258	1023	844	1	0.0858798
CDP17267	2359	2180	0	0
CDP17263	3768	3589	103.222	2.08465
CDP17259	879	700	0	0
CDP17262	3229	3050	824	19.5822
CDP17260	3243	3064	111.462	2.63677
CDP17264	1947	1768	19	0.778941
CDP17265	285	106	1.54398	1.05577
CDP17266	2501	2322	26	0.811605
CDP20661	930	751	53	5.11528
CDP20662	1362	1183	154	9.4356
CDP20664	4415	4236	90.933	1.55596
CDP20663	120	6.21	0	0
CDP20665	540	361	0	0
CDP17269	2116	1937	101.427	3.7954
CDP17279	2094	1915	1.00198	0.0379246
CDP17280	2200	2021	0	0
CDP17270	2174	1995	427.195	15.5209
CDP17275	1008	829	6	0.524602
CDP17276	465	286	0	0
CDP17271	2224	2045	27.1001	0.96053
CDP17272	1620	1441	2	0.1006
CDP17278	1335	1156	2	0.125402
CDP17277	2349	2170	175.66	5.86742
CDP17268	1992	1813	366.402	14.6485
CDP17273	2081	1902	33.8267	1.28909
CDP17274	135	7.48819	0	0
CDP17281	2331	2152	0	0
CDP20666	612	433	33.7653	5.65218
CDP20669	865	686	995	105.131
CDP20670	1733	1554	560	26.1198
CDP20668	1728	1549	1302	60.9246
CDP20667	408	229	0	0
CDP20671	351	172	3	1.26423
CDP20672	378	199	8.76684	3.19318
CDP20674	192	21.9418	1	3.30339
CDP20673	515	336	71	15.3163
CDP20675	954	775	78.6122	7.35228
CDP20676	306	127	0	0
CDP20677	609	430	0	0
CDP20678	1784	1605	149	6.72891
CDP20679	877	698	44	4.5691
CDP20680	1263	1084	5	0.334329
CDP20681	1999	1820	1	0.0398256
CDP20682	2838	2659	1252	34.1287
CDP20683	2145	1966	6.65913	0.245509
CDP20684	630	451	0	0
CDP20685	4022	3843	478.865	9.03184
CDP20686	2498	2319	166	5.18849
CDP17382	2237	2058	78	2.74715
CDP17380	497	318	314	71.5708
CDP17376	1060	881	0	0
CDP17378	1779	1600	254	11.5066
CDP17374	729	550	0	0
CDP17381	933	754	1.83422	0.176325
CDP17383	1308	1129	188	12.0697
CDP17375	1728	1549	319	14.927
CDP17377	1896	1717	0	0
CDP17379	730	551	257	33.8076
CDP20687	3666	3487	19.5592	0.406567
CDP20688	1497	1318	0	0
CDP20689	4545	4366	38.9399	0.646464
CDP20690	933	754	66	6.34463
CDP20692	1612	1433	1442	72.9378
CDP20695	453	274	0	0
CDP20691	2363	2184	1317	43.7086
CDP20693	818	639	78	8.84763
CDP20694	2638	2459	421	12.4096
CDP20696	357	178	1	0.407205
CDP20697	585	406	37	6.60555
CDP20698	2515	2336	16507.8	512.214
CDP20699	4424	4245	3124	53.3417
CDP20700	1427	1248	24.8266	1.4419
CDP17407	378	199	0	0
CDP17416	1222	1043	1	0.0694943
CDP17431	851	672	0	0
CDP17428	1750	1571	4	0.184551
CDP17414	1117	938	2	0.154547
CDP17426	1004	825	13	1.14215
CDP17430	105	5.29865	0	0
CDP17410	2469	2290	68	2.15232
CDP17435	1378	1199	0	0
CDP17413	924	745	0	0
CDP17411	1385	1206	0	0
CDP17406	387	208	5	1.74237
CDP17419	882	703	3	0.309314
CDP17405	428	249	0	0
CDP17417	3100	2921	8	0.198514
CDP17429	1296	1117	0	0
CDP17432	492	313	0	0
CDP17415	2482	2303	2	0.0629462
CDP17422	1917	1738	0	0
CDP17425	489	310	7	1.6367
CDP17409	447	268	28	7.5728
CDP17418	624	445	4	0.651528
CDP17421	684	505	1	0.14353
CDP17434	1476	1297	52	2.90601
CDP17424	894	715	7	0.709619
CDP17427	1864	1685	0	0
CDP17412	1246	1067	0	0
CDP17423	1074	895	0	0
CDP17408	714	535	61	8.26436
CDP17420	1104	925	0	0
CDP17433	282	103	0	0
CDP20701	275	96.0001	32	24.1608
CDP20702	630	451	0.351133	0.0564324
CDP20703	1248	1069	8.64887	0.586428
CDP20704	1983	1804	3029	121.702
CDP20705	619	440	17	2.80046
CDP20706	663	484	0	0
CDP20707	3060	2881	22.7803	0.573124
CDP20709	1926	1747	152	6.30644
CDP20708	1698	1519	139.215	6.64297
CDP20710	1186	1007	1828	131.577
CDP17464	1556	1377	477.249	25.1215
CDP17461	648	469	51	7.8819
CDP17465	921	742	6	0.586112
CDP17462	1185	1006	0	0
CDP17463	740	561	128.054	16.5449
CDP20713	1041	862	0	0
CDP20715	345	166	49	21.3954
CDP20714	1041	862	0	0
CDP20711	99	5.00576	0	0
CDP20712	2190	2011	50.2895	1.81259
CDP20716	432	253	0	0
CDP20717	699	520	0	0
CDP20719	294	115	0	0
CDP20718	1987	1808	437	17.5193
CDP20720	420	241	0	0
CDP17469	1217	1038	121	8.44931
CDP17467	854	675	4	0.429526
CDP17470	972	793	162	14.8073
CDP17471	1061	882	0	0
CDP17468	2969	2790	1823	47.3605
CDP17466	708	529	17	2.32931
CDP20721	972	793	0	0
CDP20723	624	445	267	43.4895
CDP20722	1213	1034	177	12.4076
CDP20724	2889	2710	68.5789	1.83423
CDP17473	4242	4063	764.453	13.6376
CDP17476	883	704	99	10.1929
CDP17481	3024	2845	84.2689	2.14693
CDP17480	2553	2374	170.306	5.19975
CDP17486	1545	1366	0	0
CDP17477	2496	2317	25	0.782073
CDP17474	1456	1277	104	5.90304
CDP17479	372	193	0	0
CDP17483	1947	1768	99.1277	4.06393
CDP17472	3719	3540	106.705	2.18482
CDP17482	4624	4445	375.866	6.12907
CDP17475	767	588	188	23.1747
CDP17485	1110	931	226	17.5951
