target_id	length	eff_length	est_counts	tpm
CDP20299	2430	2251	4098	133.445
CDP20302	1538	1359	380	20.4961
CDP22131	312	133	0	0
CDP22132	189	20.4424	0	0
CDP22133	1011	832	0	0
CDP22134	552	373	1	0.196516
CDP15789	2365	2186	190	6.37105
CDP15785	2077	1898	1676	64.727
CDP15788	483	304	0	0
CDP15787	576	397	0	0
CDP15790	2622	2443	1874	56.2281
CDP15791	2120	1941	1482	55.9667
CDP15786	1554	1375	408	21.7503
CDP22135	870	691	151.204	16.0395
CDP20313	744	565	0	0
CDP20312	1638	1459	14	0.703364
CDP20310	399	220	0	0
CDP20315	2371	2192	3.039	0.101624
CDP20311	1923	1744	18.7647	0.788681
CDP20314	372	193	0	0
CDP20317	981	802	4	0.365589
CDP20319	2444	2265	108	3.49513
CDP20320	678	499	18	2.64411
CDP20316	2013	1834	4	0.15987
CDP20318	2953	2774	522	13.7934
CDP22136	216	38.5618	0	0
CDP22137	135	7.48819	1	9.78882
CDP22138	183	17.7996	0	0
CDP20322	3441	3262	56.9664	1.2801
CDP20321	1414	1235	4.9014	0.290911
CDP22139	925	746	48	4.71639
CDP20323	3024	2845	120	3.09176
CDP20324	2103	1924	737	28.0782
CDP20325	3436	3257	1371	30.8551
CDP20326	3863	3684	592.155	11.7821
CDP20327	1593	1414	0	0
CDP20328	1116	937	213	16.6628
CDP22141	468	289	0	0
CDP20329	1047	868	1	0.0844477
CDP20331	528	349	0	0
CDP20330	524	345	4.77099	1.01367
CDP20332	668	489	69.3135	10.39
CDP20336	1455	1276	264	15.1656
CDP20333	1477	1298	2996	169.19
CDP20335	213	36.0583	0	0
CDP20334	1715	1536	304	14.5074
CDP20339	3669	3490	774.822	16.2736
CDP20337	944	765	3750.42	359.356
CDP20338	1348	1169	1256.85	78.8088
CDP22142	891	712	280	28.8261
CDP22143	1635	1456	65.39	3.29198
CDP20341	984	805	0	0
CDP20342	1228	1049	455.88	31.8554
CDP20340	2827	2648	1551	42.934
CDP22144	1683	1504	26.7307	1.30278
CDP22145	682	503	1960.66	285.72
CDP22146	1293	1114	58.8456	3.87201
CDP20345	2907	2728	306.279	8.22961
CDP20344	1296	1117	2021.51	132.657
CDP22147	1044	865	11.4215	0.967865
CDP22148	375	196	22	8.22761
CDP20346	465	286	0	0
CDP20347	135	7.48819	0	0
CDP20349	569	390	101	18.983
CDP20348	846	667	305.086	33.5277
CDP22149	659	480	7446.87	1137.21
CDP22150	474	295	6	1.49086
CDP20350	849	670	45	4.92317
CDP22151	1050	871	49.2455	4.14435
CDP22152	1574	1395	563.165	29.5916
CDP20353	2235	2056	1	0.035652
CDP22153	831	652	0	0
CDP20354	692	513	149.375	21.3436
CDP22154	867	688	0	0
CDP22155	327	148	0	0
CDP20355	249	70.019	3.09067	3.23552
CDP22156	1632	1453	230.224	11.6143
CDP20358	1891	1712	1122.28	48.0513
CDP20357	733	554	4995.66	660.983
CDP20356	940	761	5883.76	566.732
CDP22157	330	151	34.6352	16.8131
CDP22158	1041	862	656	55.7833
CDP22159	441	262	115.351	32.272
CDP22160	546	367	16.782	3.35185
CDP20360	3873	3694	1789	35.4994
CDP20359	1575	1396	122	6.40592
CDP20361	774	595	47.0394	5.79499
CDP20362	1167	988	0	0
CDP22161	216	38.5618	1	1.90086
CDP20363	3048	2869	0	0
CDP20364	208	32.1317	0	0
CDP22162	537	358	427	87.4283
CDP22163	543	364	0	0
CDP22164	630	451	454.894	73.9334
CDP22165	228	49.4247	3.76944	5.59036
CDP20365	168	12.9312	0	0
CDP22166	510	331	0	0
CDP22167	486	307	8.0328	1.91794
CDP22168	156	10.3458	10	70.8507
CDP20366	721	542	0	0
CDP20367	1251	1072	30.9504	2.11631
CDP20368	1940	1761	1971	82.0417
CDP22169	1447	1268	31	1.79205
CDP20369	590	411	0	0
CDP22170	1589	1410	168	8.73368
CDP22171	420	241	8.18419	2.48923
CDP22172	897	718	75	7.65674
CDP20370	522	343	0	0
CDP20371	993	814	0	0
CDP20376	1891	1712	44	1.88389
CDP20374	2350	2171	340	11.4796
CDP20373	1631	1452	2	0.100965
CDP20375	1431	1252	33	1.93204
CDP20377	1969	1790	719	29.4431
CDP20378	2683	2504	6402	187.408
CDP20372	1331	1152	578	36.7775
CDP22173	993	814	2.21788	0.19972
CDP22174	426	247	0	0
CDP22175	723	544	0	0
CDP22176	570	391	0	0
CDP20386	1597	1418	379.715	19.6286
CDP20387	1162	983	47	3.50471
CDP20390	1491	1312	775	43.2987
CDP20391	990	811	0	0
CDP20388	1809	1630	722	32.4681
CDP20389	2855	2676	1233	33.7741
CDP22177	648	469	64.0093	10.0041
CDP20395	521	342	9	1.92896
CDP20393	1371	1192	0	0
CDP20397	459	280	19	4.97397
CDP20394	1284	1105	0	0
CDP20396	882	703	32	3.33658
CDP20392	1365	1186	1	0.0618049
CDP22178	630	451	40.026	6.50539
CDP20398	153	9.8295	0	0
CDP22179	300	121	5	3.02895
CDP22180	507	328	19	4.24607
CDP20399	624	445	3	0.494161
CDP20400	1926	1747	0	0
CDP20401	1144	965	0	0
CDP20402	919	740	343	33.9758
CDP20403	1509	1330	0	0
CDP20404	2159	1980	358	13.2533
CDP22181	539	360	0	0
CDP22182	1401	1222	75.801	4.54686
CDP22183	960	781	55.8403	5.24088
CDP22184	1289	1110	13.0418	0.861235
CDP22185	1746	1567	25.5761	1.19639
CDP20405	723	544	111.551	15.0308
CDP20407	381	202	0	0
CDP20406	534	355	0	0
CDP22186	1320	1141	365.602	23.4872
CDP20409	630	451	0	0
CDP20408	399	220	0	0
CDP22188	522	343	0	0
CDP20410	1536	1357	107	5.77978
CDP20411	669	490	0	0
CDP22189	1337	1158	1009	63.869
CDP22190	447	268	52.7224	14.4201
CDP20412	1203	1024	0	0
CDP20413	2457	2278	352.489	11.3423
CDP20416	398	219	43	14.3923
CDP20414	645	466	11.8746	1.86784
CDP20417	939	760	0	0
CDP20415	1546	1367	496.125	26.603
CDP22191	1476	1297	1.10869	0.0626582
CDP20418	6469	6290	671.839	7.82928
CDP20419	1232	1053	185.84	12.9366
CDP20420	1409	1230	78.8607	4.69962
CDP22192	252	73.0112	76.2861	76.5885
CDP20421	4035	3856	269	5.11355
CDP22193	261	82.002	3	2.68166
CDP22194	1467	1288	55.0688	3.13398
CDP22196	800	621	8	0.944291
CDP22195	330	151	1	0.485434
CDP22197	885	706	180.737	18.7651
CDP20425	462	283	7.45537	1.93104
CDP20424	2407	2228	92.6583	3.04843
CDP20422	1797	1618	40.0187	1.81298
CDP20423	1506	1327	40.341	2.22835
CDP20426	1776	1597	221	10.1437
CDP20427	165	12.1958	1	6.01032
CDP22198	552	373	0	0
CDP22199	222	43.8484	0	0
CDP22200	1021	842	174	15.1476
CDP22201	498	319	2	0.459565
CDP20429	1302	1123	401	26.1741
CDP20428	654	475	2	0.308634
CDP20430	527	348	23	4.84458
CDP20431	1121	942	56	4.35757
CDP20435	2394	2215	387	12.8069
CDP20434	432	253	1246	360.998
CDP20433	1874	1695	290	12.5411
CDP20432	438	259	119	33.6786
CDP22202	525	346	0	0
CDP22203	1068	889	224.723	18.529
CDP20436	324	145	3.5	1.76932
CDP20437	231	52.2911	0	0
CDP20438	414	235	0	0
CDP20439	75	4.11003	0	0
CDP20440	1614	1435	155	7.91748
CDP20442	456	277	0.956015	0.252984
CDP20443	2172	1993	128	4.70771
CDP20444	3060	2881	125.266	3.18712
CDP20441	2827	2648	2889.02	79.9722
CDP22204	1248	1069	98.8387	6.7773
CDP22205	831	652	0	0
CDP20445	459	280	0	0
CDP20446	694	515	197.32	28.0847
CDP22206	333	154	0	0
CDP22208	288	109	1	0.672482
CDP22207	204	29.2345	0	0
CDP20447	1563	1384	201	10.6455
CDP20448	2021	1842	100	3.9794
CDP20449	405	226	0	0
CDP20450	924	745	10.3118	1.01458
CDP20452	366	187	0	0
CDP20451	1866	1687	1153.75	50.1308
CDP22209	693	514	0	0
CDP22210	1017	838	642.45	56.1957
CDP20453	1278	1099	6	0.400185
CDP22211	504	325	0	0
CDP20456	495	316	0	0
CDP20455	1275	1096	23	1.53824
CDP20460	759	580	0	0
CDP20457	1010	831	0	0
CDP20459	720	541	0	0
CDP20458	821	642	8	0.913403
CDP22212	1674	1495	107.101	5.25122
CDP22213	303	124	0	0
CDP20461	928	749	534	52.2597
CDP22214	270	91.0003	0	0
CDP20462	1129	950	0	0
CDP20465	1054	875	587.871	49.2472
CDP20464	384	205	0	0
CDP20463	3483	3304	43.9395	0.974815
CDP20466	223	44.7603	0	0
CDP22215	1533	1354	1	0.0541363
CDP22216	834	655	200.059	22.3885
CDP22217	624	445	0	0
CDP22218	1014	835	0	0
CDP20467	1368	1189	72.5577	4.4731
CDP22219	948	769	1	0.0953193
CDP22220	750	571	52.8636	6.78622
CDP22221	651	472	299.605	46.528
CDP20468	2889	2710	18.8032	0.508592
CDP22222	684	505	12.8898	1.87095
CDP22223	387	208	1	0.352407
CDP22224	285	106	0	0
CDP22225	1371	1192	36.9394	2.27154
CDP22226	609	430	27	4.60259
CDP20471	204	29.2345	4	10.0293
CDP20469	453	274	0	0
CDP20470	982	803	249.861	22.8082
CDP22227	1136	957	23.9411	1.83375
CDP22228	1125	946	19.9489	1.54573
CDP22229	1215	1036	124.143	8.78357
CDP22230	571	392	395.505	73.956
CDP22231	381	202	15.3901	5.58466
CDP22232	324	145	0	0
CDP20473	2741	2562	417.327	11.94
CDP20474	1990	1811	641	25.9446
CDP20472	1675	1496	123.63	6.0576
CDP20475	3012	2833	480	12.4194
CDP20476	363	184	0	0
CDP22233	1381	1202	233.97	14.268
CDP22234	135	7.48819	0	0
CDP22235	273	94.0001	0	0
CDP22236	1412	1233	174.574	10.3783
CDP22237	111	5.62895	0	0
CDP20477	225	46.6066	0	0
CDP20478	1204	1025	197	14.088
CDP20479	912	733	0	0
CDP22238	261	82.002	243.97	218.082
CDP20480	1275	1096	854.387	57.1415
CDP20484	1931	1752	476	19.915
CDP20481	537	358	0	0
CDP20482	2092	1913	4793.61	183.677
CDP20486	1228	1049	0	0
CDP20485	1074	895	0	0
CDP20483	1126	947	552	42.7264
CDP20488	2893	2714	2739	73.9758
CDP20489	592	413	128	22.7179
CDP20487	1863	1684	1314.5	57.2172
CDP20490	1524	1345	1290	70.3031
CDP22239	639	460	0	0
CDP22240	531	352	0	0
CDP22241	1002	823	1.06721	0.0950515
CDP22242	249	70.019	0	0
CDP22243	1166	987	505.681	37.5549
CDP22244	934	755	15	1.4563
CDP22245	735	556	177.755	23.4344
CDP20491	2277	2098	0	0
CDP22246	1037	858	88.1898	7.53422
CDP22247	264	85.0011	0	0
CDP20492	3036	2857	1035.49	26.567
CDP22248	495	316	13	3.01553
CDP20493	1831	1652	42	1.86357
CDP20494	1198	1019	4007	288.239
CDP22249	459	280	0	0
CDP22250	585	406	1.00536	0.18151
CDP20496	987	808	144.967	13.1512
CDP20495	372	193	5.82908	2.21386
CDP20497	459	280	0	0
CDP20498	519	340	0	0
CDP20499	1735	1556	91.253	4.29878
CDP22251	1940	1761	3.02929	0.126092
CDP22252	957	778	0	0
CDP20503	1376	1197	97.8092	5.98953
CDP20504	183	17.7996	0	0
CDP22253	1017	838	78.6354	6.8783
CDP22254	390	211	1.89025	0.656664
CDP22255	840	661	0	0
CDP20505	198	25.324	0	0
CDP22256	1314	1135	0	0
CDP22257	129	6.9214	0	0
CDP20506	3046	2867	1	0.025567
CDP20507	1032	853	119	10.226
CDP20509	989	810	122.269	11.0647
CDP20508	2289	2110	1292	44.8836
CDP20510	2908	2729	617	16.5725
CDP20511	2770	2591	2268	64.1628
CDP20512	917	738	427	42.411
CDP22258	573	394	275	51.1616
CDP20514	420	241	2	0.608303
CDP20513	1849	1670	0	0
CDP22259	480	301	0	0
CDP22260	156	10.3458	0	0
CDP22261	651	472	182.406	28.3272
CDP20517	540	361	0	0
CDP22262	993	814	448.838	40.4178
CDP22263	528	349	8	1.68024
CDP20518	525	346	0	0
CDP22264	468	289	0	0
CDP22265	879	700	230	24.0845
CDP22266	309	130	34.9686	19.7171
CDP22267	801	622	279.382	32.9242
CDP22268	1725	1546	450.976	21.3821
CDP20519	4428	4249	54.1658	0.934429
CDP22269	1472	1293	1058.7	60.0182
CDP22270	645	466	0	0
CDP20520	2552	2373	3742.92	115.617
CDP20522	1005	826	0	0
CDP20521	2007	1828	3.31273	0.132836
CDP22271	531	352	89.7005	18.6793
CDP22272	858	679	0	0
CDP22273	600	421	0	0
CDP20523	4014	3835	329.899	6.30556
CDP22274	228	49.4247	0	0
CDP22275	459	280	2.47331	0.647483
CDP22276	939	760	1.9602	0.189058
CDP20524	853	674	191.914	20.8716
CDP22277	480	301	48.6001	11.8353
CDP22278	348	169	0	0
CDP22279	174	14.6185	0	0
CDP20530	450	271	0	0
CDP20529	612	433	3	0.507856
CDP20525	1531	1352	19	1.03011
CDP20527	2844	2665	274	7.53634
CDP20526	2883	2704	622	16.8613
CDP20531	415	236	45	13.9768
CDP20528	522	343	8	1.70963
CDP22280	294	115	21	13.3853
CDP20532	2886	2707	89.9397	2.4354
CDP22281	525	346	0	0
CDP20533	645	466	0	0
CDP16590	756	577	0	0
CDP16597	204	29.2345	0	0
CDP16594	1701	1522	35.7005	1.71936
CDP16595	1221	1042	2.17087	0.152712
CDP16587	1047	868	0	0
CDP16593	1547	1368	13.8291	0.740996
CDP16596	1874	1695	63.2995	2.7374
CDP16586	498	319	0	0
CDP16588	495	316	0	0
CDP16589	1484	1305	88	4.94287
CDP16591	1489	1310	16.7518	0.937341
CDP16592	1275	1096	6	0.40128
CDP20535	1105	926	0	0
CDP20534	1375	1196	149	9.13193
CDP20537	2296	2117	261	9.03706
CDP20541	3046	2867	81	2.07093
CDP20538	1055	876	272	22.76
CDP20540	1805	1626	1089.4	49.1107
CDP20539	1215	1036	45	3.18391
CDP20536	4428	4249	822	14.1805
CDP22282	531	352	105.858	22.0438
CDP20542	3285	3106	26.2851	0.62032
CDP22283	1347	1168	174.142	10.9287
CDP20544	1065	886	2339	193.51
CDP20543	465	286	0	0
CDP20545	1040	861	22.3192	1.90013
CDP20546	1083	904	0	0
CDP20547	2022	1843	12	0.477269
CDP20548	1830	1651	0	0
CDP20550	2428	2249	42	1.36889
CDP20549	1176	997	0	0
CDP20553	420	241	1.14086	0.346996
CDP20551	315	136	7.32836	3.9498
CDP20552	580	401	639.607	116.917
CDP20557	4008	3829	1335.01	25.5567
CDP20554	2694	2515	6.1433	0.179049
CDP20556	690	511	66	9.46739
CDP20555	334	155	208	98.3646
CDP20558	708	529	367.546	50.9287
CDP20560	1425	1246	0	0
CDP20559	1575	1396	6.93252	0.36401
CDP20561	627	448	231	37.7956
CDP20562	480	301	573	139.539
CDP20564	1479	1300	555.189	31.3043
CDP20566	1158	979	2	0.149746
CDP20563	2679	2500	2452	71.8932
CDP20565	1049	870	37	3.11738
CDP20567	5187	5008	644.507	9.43346
CDP20568	3759	3580	828.256	16.9586
CDP20577	2286	2107	2.44005	0.084887
CDP20578	780	601	29.2451	3.56686
CDP20579	1406	1227	184	10.9921
CDP20580	303	124	0	0
CDP20582	1309	1130	71	4.60561
CDP20581	198	25.324	0	0
CDP20583	1282	1103	285	18.9399
CDP20584	2510	2331	354	11.1319
CDP20585	599	420	291.658	50.9017
CDP20586	3348	3169	500.883	11.5857
CDP20587	1974	1795	89.0546	3.63663
CDP20588	693	514	0	0
CDP20589	933	754	185	17.9849
CDP20591	695	516	104.662	14.8678
CDP20592	1977	1798	200.977	8.19341
CDP20590	318	139	1	0.527342
CDP20593	288	109	1	0.672482
CDP20595	300	121	0	0
CDP20594	366	187	0	0
CDP20598	2141	1962	9	0.336241
CDP20596	1110	931	637	50.153
CDP20602	2171	1992	815	29.9899
CDP20600	1008	829	14	1.23789
CDP20601	783	604	15	1.82038
CDP20599	1739	1560	1381	64.8898
CDP20597	1793	1614	2	0.0908309
CDP20603	898	719	0	0
CDP20605	501	322	0	0
CDP20607	2995	2816	46.2123	1.20291
CDP20606	510	331	2	0.442904
CDP20608	1106	927	126	9.96318
CDP20609	2130	1951	175	6.57488
CDP20610	2716	2537	121	3.49601
CDP20611	3135	2956	455.663	11.2992
CDP20615	1144	965	705	53.5512
CDP20612	1782	1603	28	1.28036
CDP20614	1215	1036	702	49.6689
CDP20613	474	295	7	1.73934
CDP20616	908	729	77	7.74231
CDP17014	1899	1720	92.2007	3.92928
CDP17013	1853	1674	2	0.0875754
CDP17012	2013	1834	269	10.7513
CDP20617	5285	5106	1015	14.5711
CDP20623	2604	2425	538	16.2621
CDP20624	5703	5524	527	6.99301
CDP20628	912	733	9691	969.108
CDP20626	1287	1108	1928	127.548
CDP20627	2274	2095	1533	53.6371
CDP20625	2296	2117	625	21.6405
CDP20629	2053	1874	1476.17	57.7395
CDP20631	1595	1416	79.9093	4.13658
CDP20630	2484	2305	221.858	7.05523
CDP20633	1185	1006	23	1.67586
CDP20634	1540	1361	27	1.45416
CDP20632	1360	1181	48	2.97919
CDP20635	1590	1411	43.0614	2.23701
CDP20636	615	436	0	0
CDP20637	628	449	137	22.3657
CDP20638	3303	3124	695	16.3073
CDP20639	3153	2974	165.441	4.07765
CDP20649	1556	1377	1449	77.1333
CDP20646	475	296	337.417	83.5569
CDP20647	1380	1201	2660.33	162.368
CDP20648	1549	1370	276	14.7671
CDP20651	3276	3097	2914	68.9693
CDP20650	633	454	0	0
CDP20652	1459	1280	7507	429.896
CDP20653	1399	1220	130	7.81072
CDP20654	2824	2645	1158	32.0915
CDP20655	183	17.7996	0	0
CDP20656	738	559	0	0
CDP20657	477	298	0	0
CDP20658	342	163	0	0
CDP20659	1713	1534	0	0
CDP20660	876	697	167	17.5627
CDP17261	1182	1003	0	0
CDP17258	1023	844	1	0.086849
CDP17267	2359	2180	0	0
CDP17263	3768	3589	119.031	2.43105
CDP17259	879	700	0	0
CDP17262	3229	3050	569	13.6748
CDP17260	3243	3064	24.2246	0.57953
CDP17264	1947	1768	17	0.704813
CDP17265	285	106	0	0
CDP17266	2501	2322	0	0
CDP20661	930	751	1007	98.2872
CDP20662	1362	1183	135	8.36482
CDP20664	4415	4236	150.293	2.6007
CDP20663	120	6.21	0	0
CDP20665	540	361	98.8291	20.0671
CDP17269	2116	1937	44.4874	1.68351
CDP17279	2094	1915	7.1895	0.275193
CDP17280	2200	2021	224.935	8.15826
CDP17270	2174	1995	818.595	30.0769
CDP17275	1008	829	0	0
CDP17276	465	286	0	0
CDP17271	2224	2045	85.2436	3.05546
CDP17272	1620	1441	8.18074	0.416137
CDP17278	1335	1156	6.86781	0.435479
CDP17277	2349	2170	688.245	23.2483
CDP17268	1992	1813	16.3277	0.660136
CDP17273	2081	1902	376.775	14.5204
CDP17274	135	7.48819	0	0
CDP17281	2331	2152	1.00135	0.0341074
CDP20666	612	433	52.0157	8.8055
CDP20669	865	686	567	60.5852
CDP20670	1733	1554	493	23.2543
CDP20668	1728	1549	2341	110.779
CDP20667	408	229	0	0
CDP20671	351	172	6	2.557
CDP20672	378	199	18.2189	6.71084
CDP20674	192	21.9418	0	0
CDP20673	515	336	101	22.0338
CDP20675	954	775	5.40582	0.51129
CDP20676	306	127	0	0
CDP20677	609	430	0	0
CDP20678	1784	1605	45	2.05516
CDP20679	877	698	7	0.735106
CDP20680	1263	1084	7	0.473343
CDP20681	1999	1820	460	18.5265
CDP20682	2838	2659	879	24.2314
CDP20683	2145	1966	9.18603	0.342493
CDP20684	630	451	0	0
CDP20685	4022	3843	45.6479	0.870679
CDP20686	2498	2319	91	2.87639
CDP17382	2237	2058	1120	39.8915
CDP17380	497	318	191	44.0264
CDP17376	1060	881	0	0
CDP17378	1779	1600	162	7.42168
CDP17374	729	550	0	0
CDP17381	933	754	0	0
CDP17383	1308	1129	111	7.2067
CDP17375	1728	1549	345	16.3258
CDP17377	1896	1717	0	0
CDP17379	730	551	158	21.019
CDP20687	3666	3487	27.7041	0.582371
CDP20688	1497	1318	0	0
CDP20689	4545	4366	154.831	2.59945
CDP20690	933	754	907	88.1746
CDP20692	1612	1433	2535	129.67
CDP20695	453	274	6	1.60512
CDP20691	2363	2184	1937	65.0106
CDP20693	818	639	261	29.9397
CDP20694	2638	2459	2125	63.3443
CDP20696	357	178	4	1.6472
CDP20697	585	406	53	9.56879
CDP20698	2515	2336	798.51	25.0562
CDP20699	4424	4245	2227	38.4547
CDP20700	1427	1248	461.611	27.1125
CDP17407	378	199	0	0
CDP17416	1222	1043	0	0
CDP17431	851	672	0	0
CDP17428	1750	1571	1	0.0466585
CDP17414	1117	938	0	0
CDP17426	1004	825	4	0.355397
CDP17430	105	5.29865	0	0
CDP17410	2469	2290	24	0.768216
CDP17435	1378	1199	2	0.12227
CDP17413	924	745	0	0
CDP17411	1385	1206	4.57251	0.277917
CDP17406	387	208	12	4.22888
CDP17419	882	703	10	1.04268
CDP17405	428	249	3	0.883139
CDP17417	3100	2921	5	0.125472
CDP17429	1296	1117	0	0
CDP17432	492	313	1	0.234187
CDP17415	2482	2303	0	0
CDP17422	1917	1738	0	0
CDP17425	489	310	40	9.45814
CDP17409	447	268	15	4.10264
CDP17418	624	445	24	3.95329
CDP17421	684	505	3	0.435449
CDP17434	1476	1297	37	2.09107
CDP17424	894	715	3	0.307555
CDP17427	1864	1685	0	0
CDP17412	1246	1067	0	0
CDP17423	1074	895	11	0.900901
CDP17408	714	535	8	1.09608
CDP17420	1104	925	0	0
CDP17433	282	103	0	0
CDP20701	275	96.0001	6	4.58128
CDP20702	630	451	19.6156	3.18811
CDP20703	1248	1069	42.3844	2.90627
CDP20704	1983	1804	82	3.33184
CDP20705	619	440	3.00581	0.500744
CDP20706	663	484	8	1.21158
CDP20707	3060	2881	104.994	2.67134
CDP20709	1926	1747	93	3.90209
CDP20708	1698	1519	71.1623	3.43399
CDP20710	1186	1007	849	61.7996
CDP17464	1556	1377	295.161	15.712
CDP17461	648	469	4	0.625165
CDP17465	921	742	4	0.395151
CDP17462	1185	1006	0	0
CDP17463	740	561	48.7773	6.37326
CDP20713	1041	862	0	0
CDP20715	345	166	7	3.09099
CDP20714	1041	862	0	0
CDP20711	99	5.00576	0	0
CDP20712	2190	2011	45.8085	1.66971
CDP20716	432	253	0	0
CDP20717	699	520	0	0
CDP20719	294	115	0	0
CDP20718	1987	1808	380	15.4061
CDP20720	420	241	0	0
CDP17469	1217	1038	785	55.4344
CDP17467	854	675	232	25.1937
CDP17470	972	793	44	4.06712
CDP17471	1061	882	56	4.654
CDP17468	2969	2790	2227	58.5091
CDP17466	708	529	69	9.56094
CDP20721	972	793	0	0
CDP20723	624	445	200	32.9441
CDP20722	1213	1034	389	27.5763
CDP20724	2889	2710	22.6966	0.613902
CDP17473	4242	4063	1170.51	21.1172
CDP17476	883	704	107	11.1409
CDP17481	3024	2845	90.0364	2.31976
CDP17480	2553	2374	230.236	7.10885
CDP17486	1545	1366	2	0.107321
CDP17477	2496	2317	14.0145	0.443362
CDP17474	1456	1277	169	9.7007
CDP17479	372	193	0	0
