target_id	length	eff_length	est_counts	tpm
CDP22144	1683	1504	55.502	2.73231
CDP22145	682	503	848.505	124.898
CDP22146	1293	1114	310.74	20.6529
CDP20345	2907	2728	66.9648	1.81749
CDP20344	1296	1117	119	7.88793
CDP22147	1044	865	0.477979	0.0409131
CDP22148	375	196	16	6.04412
CDP20346	465	286	5	1.29441
CDP20347	135	7.48819	0	0
CDP20349	569	390	97	18.4152
CDP20348	846	667	167.46	18.589
CDP22149	659	480	13132.5	2025.7
CDP22150	474	295	0	0
CDP20350	849	670	10	1.10508
CDP22151	1050	871	23.125	1.96577
CDP22152	1574	1395	259.973	13.7982
CDP20353	2235	2056	0	0
CDP22153	831	652	0	0
CDP20354	692	513	423.063	61.06
CDP22154	867	688	2	0.215234
CDP22155	327	148	0	0
CDP20355	249	70.019	5.06615	5.35712
CDP22156	1632	1453	73.6811	3.75457
CDP20358	1891	1712	99.3984	4.29878
CDP20357	733	554	26.0573	3.48248
CDP20356	940	761	16.0894	1.5654
CDP22157	330	151	35.857	17.5819
CDP22158	1041	862	676	58.0643
CDP22159	441	262	40.6986	11.5013
CDP22160	546	367	171.282	34.5553
CDP20360	3873	3694	757	15.1729
CDP20359	1575	1396	107	5.67502
CDP20361	774	595	23.0156	2.86401
CDP20362	1167	988	0	0
CDP22161	216	38.5618	0	0
CDP20363	3048	2869	0	0
CDP20364	208	32.1317	0	0
CDP22162	537	358	643	132.983
CDP22163	543	364	0	0
CDP22164	630	451	188.748	30.9866
CDP22165	228	49.4247	7.43332	11.1355
CDP20365	168	12.9312	0	0
CDP22166	510	331	0	0
CDP22167	486	307	16.791	4.04956
CDP22168	156	10.3458	3	21.4698
CDP20366	721	542	10.9339	1.49364
CDP20367	1251	1072	19.4187	1.34121
CDP20368	1940	1761	123	5.17148
CDP22169	1447	1268	1	0.0583916
CDP20369	590	411	21	3.78309
CDP22170	1589	1410	107	5.61868
CDP22171	420	241	16.1255	4.9541
CDP22172	897	718	43	4.43418
CDP20370	522	343	0	0
CDP20371	993	814	0	0
CDP20376	1891	1712	5429	234.793
CDP20374	2350	2171	440	15.0059
CDP20373	1631	1452	49	2.49861
CDP20375	1431	1252	335	19.8112
CDP20377	1969	1790	852	35.2416
CDP20378	2683	2504	6662	196.988
CDP20372	1331	1152	64	4.11336
CDP22173	993	814	0	0
CDP22174	426	247	0	0
CDP22175	723	544	0	0
CDP22176	570	391	0	0
CDP20386	1597	1418	666.666	34.8098
CDP20387	1162	983	0	0
CDP20390	1491	1312	2272	128.216
CDP20391	990	811	0	0
CDP20388	1809	1630	6	0.272542
CDP20389	2855	2676	1398	38.6804
CDP22177	648	469	6.57453	1.03791
CDP20395	521	342	10	2.16493
CDP20393	1371	1192	0	0
CDP20397	459	280	130	34.376
CDP20394	1284	1105	0	0
CDP20396	882	703	61	6.42457
CDP20392	1365	1186	0	0
CDP22178	630	451	37.6397	6.17929
CDP20398	153	9.8295	0	0
CDP22179	300	121	0	0
CDP22180	507	328	15	3.386
CDP20399	624	445	6	0.998299
CDP20400	1926	1747	0	0
CDP20401	1144	965	26.7809	2.05479
CDP20402	919	740	858	85.847
CDP20403	1509	1330	0	0
CDP20404	2159	1980	474	17.7249
CDP22181	539	360	28.9544	5.955
CDP22182	1401	1222	42.4138	2.56984
CDP22183	960	781	115.941	10.9914
CDP22184	1289	1110	218	14.5413
CDP22185	1746	1567	0	0
CDP20405	723	544	117	15.9242
CDP20407	381	202	0	0
CDP20406	534	355	1	0.208565
CDP22186	1320	1141	126.383	8.20113
CDP20409	630	451	1	0.16417
CDP20408	399	220	0	0
CDP22188	522	343	0	0
CDP20410	1536	1357	171.917	9.38015
CDP20411	669	490	0	0
CDP22189	1337	1158	898	57.4166
CDP22190	447	268	65.5154	18.1
CDP20412	1203	1024	0	0
CDP20413	2457	2278	240.421	7.81426
CDP20416	398	219	30	10.1425
CDP20414	645	466	19.9423	3.16853
CDP20417	939	760	0	0
CDP20415	1546	1367	446.058	24.1597
CDP22191	1476	1297	2	0.114172
CDP20418	6469	6290	487.081	5.7335
CDP20419	1232	1053	281.702	19.8075
CDP20420	1409	1230	170.248	10.2482
CDP22192	252	73.0112	49.1525	49.8455
CDP20421	4035	3856	582	11.1752
CDP22193	261	82.002	20	18.0582
CDP22194	1467	1288	45.278	2.6028
CDP22196	800	621	11	1.31151
CDP22195	330	151	0	0
CDP22197	885	706	247.211	25.9258
CDP20425	462	283	52.1507	13.644
CDP20424	2407	2228	26.5653	0.882813
CDP20422	1797	1618	32.5644	1.49016
CDP20423	1506	1327	13	0.72534
CDP20426	1776	1597	193	8.94791
CDP20427	165	12.1958	0	0
CDP22198	552	373	0	0
CDP22199	222	43.8484	0	0
CDP22200	1021	842	109	9.58482
CDP22201	498	319	0	0
CDP20429	1302	1123	58	3.824
CDP20428	654	475	8	1.247
CDP20430	527	348	0	0
CDP20431	1121	942	636	49.9891
CDP20435	2394	2215	591	19.7553
CDP20434	432	253	2711	793.375
CDP20433	1874	1695	365	15.9438
CDP20432	438	259	119	34.0186
CDP22202	525	346	0	0
CDP22203	1068	889	197.795	16.4734
CDP20436	324	145	5.5	2.80843
CDP20437	231	52.2911	0	0
CDP20438	414	235	0	0
CDP20439	75	4.11003	0	0
CDP20440	1614	1435	48	2.47662
CDP20442	456	277	0	0
CDP20443	2172	1993	10	0.371503
CDP20444	3060	2881	31.1031	0.799337
CDP20441	2827	2648	184.175	5.1497
CDP22204	1248	1069	17.8023	1.23302
CDP22205	831	652	1	0.113559
CDP20445	459	280	0	0
CDP20446	694	515	11.403	1.63939
CDP22206	333	154	0	0
CDP22208	288	109	0	0
CDP22207	204	29.2345	0	0
CDP20447	1563	1384	726	38.8392
CDP20448	2021	1842	135	5.42642
CDP20449	405	226	0	0
CDP20450	924	745	7	0.695683
CDP20452	366	187	0	0
CDP20451	1866	1687	57	2.50167
CDP22209	693	514	10.2094	1.47065
CDP22210	1017	838	506.758	44.774
CDP20453	1278	1099	0	0
CDP22211	504	325	0	0
CDP20456	495	316	0	0
CDP20455	1275	1096	435	29.3865
CDP20460	759	580	0	0
CDP20457	1010	831	0	0
CDP20459	720	541	0	0
CDP20458	821	642	0	0
CDP22212	1674	1495	65.1012	3.22416
CDP22213	303	124	0	0
CDP20461	928	749	532	52.5895
CDP22214	270	91.0003	0	0
CDP20462	1129	950	0	0
CDP20465	1054	875	839.534	71.0394
CDP20464	384	205	18.697	6.75286
CDP20463	3483	3304	274.513	6.15167
CDP20466	223	44.7603	0	0
CDP22215	1533	1354	0	0
CDP22216	834	655	22.5326	2.54706
CDP22217	624	445	0	0
CDP22218	1014	835	0	0
CDP20467	1368	1189	0	0
CDP22219	948	769	0	0
CDP22220	750	571	52.3125	6.78327
CDP22221	651	472	22.4284	3.51824
CDP20468	2889	2710	13.4539	0.367578
CDP22222	684	505	5.02462	0.736684
CDP22223	387	208	4.01653	1.42974
CDP22224	285	106	0	0
CDP22225	1371	1192	4	0.248458
CDP22226	609	430	79.2942	13.6534
CDP20471	204	29.2345	7	17.7285
CDP20469	453	274	0	0
CDP20470	982	803	230.35	21.2394
CDP22227	1136	957	55.9208	4.32644
CDP22228	1125	946	15.1856	1.18853
CDP22229	1215	1036	8.94515	0.639289
CDP22230	571	392	544.598	102.863
CDP22231	381	202	21.1026	7.73489
CDP22232	324	145	0	0
CDP20473	2741	2562	110.576	3.19559
CDP20474	1990	1811	534	21.8319
CDP20472	1675	1496	47.5442	2.35307
CDP20475	3012	2833	385	10.062
CDP20476	363	184	0	0
CDP22233	1381	1202	9.34615	0.575702
CDP22234	135	7.48819	0	0
CDP22235	273	94.0001	0	0
CDP22236	1412	1233	268.725	16.1367
CDP22237	111	5.62895	0	0
CDP20477	225	46.6066	0	0
CDP20478	1204	1025	283	20.4424
CDP20479	912	733	0	0
CDP22238	261	82.002	494.708	446.678
CDP20480	1275	1096	876.102	59.1853
CDP20484	1931	1752	205	8.66342
CDP20481	537	358	0	0
CDP20482	2092	1913	2298.9	88.9763
CDP20486	1228	1049	4	0.282328
CDP20485	1074	895	0	0
CDP20483	1126	947	1391	108.754
CDP20488	2893	2714	2467	67.3021
CDP20489	592	413	92	16.4933
CDP20487	1863	1684	1139	50.0785
CDP20490	1524	1345	1997	109.932
CDP22239	639	460	0	0
CDP22240	531	352	0	0
CDP22241	1002	823	36.5278	3.2862
CDP22242	249	70.019	0	0
CDP22243	1166	987	490.463	36.7924
CDP22244	934	755	25	2.45167
CDP22245	735	556	46.7897	6.23081
CDP20491	2277	2098	0	0
CDP22246	1037	858	109.874	9.48151
CDP22247	264	85.0011	0	0
CDP20492	3036	2857	2232.77	57.8633
CDP22248	495	316	5	1.17153
CDP20493	1831	1652	88	3.94405
CDP20494	1198	1019	2854	207.372
CDP22249	459	280	0	0
CDP22250	585	406	1.00742	0.18372
CDP20496	987	808	34.555	3.16642
CDP20495	372	193	0	0
CDP20497	459	280	0	0
CDP20498	519	340	0	0
CDP20499	1735	1556	82.2565	3.91408
CDP22251	1940	1761	422.834	17.7779
CDP22252	957	778	2.03026	0.193215
CDP20503	1376	1197	2.26564	0.140141
CDP20504	183	17.7996	0	0
CDP22253	1017	838	81.2953	7.18275
CDP22254	390	211	12.7499	4.47397
CDP22255	840	661	0	0
CDP20505	198	25.324	0	0
CDP22256	1314	1135	4	0.260936
CDP22257	129	6.9214	0	0
CDP20506	3046	2867	33	0.852228
CDP20507	1032	853	136	11.8048
CDP20509	989	810	179.221	16.3822
CDP20508	2289	2110	1045	36.6694
CDP20510	2908	2729	1103	29.9255
CDP20511	2770	2591	2649	75.6979
CDP20512	917	738	765	76.7493
CDP22258	573	394	3453	648.888
CDP20514	420	241	1	0.307222
CDP20513	1849	1670	2	0.0886713
CDP22259	480	301	0	0
CDP22260	156	10.3458	0	0
CDP22261	651	472	140.48	22.0364
CDP20517	540	361	0	0
CDP22262	993	814	196.699	17.8915
CDP22263	528	349	8.65293	1.83572
CDP20518	525	346	0	0
CDP22264	468	289	0	0
CDP22265	879	700	209.714	22.1819
CDP22266	309	130	45.2799	25.7888
CDP22267	801	622	345.596	41.1385
CDP22268	1725	1546	264.587	12.6715
CDP20519	4428	4249	320.612	5.5868
CDP22269	1472	1293	6431.4	368.279
CDP22270	645	466	8.96594	1.42456
CDP20520	2552	2373	3405	106.24
CDP20522	1005	826	0	0
CDP20521	2007	1828	0	0
CDP22271	531	352	1.32917	0.279581
CDP22272	858	679	0	0
CDP22273	600	421	0	0
CDP20523	4014	3835	275.662	5.32207
CDP22274	228	49.4247	0	0
CDP22275	459	280	5.76076	1.52332
CDP22276	939	760	3.89378	0.379339
CDP20524	853	674	150.54	16.5371
CDP22277	480	301	83	20.4165
CDP22278	348	169	0	0
CDP22279	174	14.6185	0	0
CDP20530	450	271	0	0
CDP20529	612	433	0	0
CDP20525	1531	1352	9	0.492873
CDP20527	2844	2665	373	10.3629
CDP20526	2883	2704	276	7.55739
CDP20531	415	236	97	30.4319
CDP20528	522	343	138	29.7889
CDP22280	294	115	2	1.28766
CDP20532	2886	2707	63.0822	1.72539
CDP22281	525	346	0	0
CDP20533	645	466	0	0
CDP16590	756	577	0	0
CDP16597	204	29.2345	10	25.3264
CDP16594	1701	1522	14	0.681056
CDP16595	1221	1042	0	0
CDP16587	1047	868	0	0
CDP16593	1547	1368	34	1.84019
CDP16596	1874	1695	6	0.26209
CDP16586	498	319	2	0.464204
CDP16588	495	316	0	0
CDP16589	1484	1305	163	9.24797
CDP16591	1489	1310	2.60745	0.147372
CDP16592	1275	1096	29	1.9591
CDP20535	1105	926	2	0.159915
CDP20534	1375	1196	329	20.3673
CDP20537	2296	2117	64	2.23835
CDP20541	3046	2867	250	6.45627
CDP20538	1055	876	298	25.1873
CDP20540	1805	1626	1244.34	56.6617
CDP20539	1215	1036	48	3.43045
CDP20536	4428	4249	761	13.2607
CDP22282	531	352	250.604	52.7127
CDP20542	3285	3106	139.874	3.33429
CDP22283	1347	1168	730.942	46.335
CDP20544	1065	886	23	1.92204
CDP20543	465	286	0	0
CDP20545	1040	861	43.4743	3.73851
CDP20546	1083	904	0	0
CDP20547	2022	1843	49	1.96852
CDP20548	1830	1651	0	0
CDP20550	2428	2249	227	7.47319
CDP20549	1176	997	36	2.67348
CDP20553	420	241	0	0
CDP20551	315	136	0	0
CDP20552	580	401	7	1.29248
CDP20557	4008	3829	1564.57	30.2537
CDP20554	2694	2515	36.2753	1.06793
CDP20556	690	511	35	5.07127
CDP20555	334	155	91	43.4689
CDP20558	708	529	0	0
CDP20560	1425	1246	1	0.0594226
CDP20559	1575	1396	0	0
CDP20561	627	448	338	55.8609
CDP20562	480	301	706	173.663
CDP20564	1479	1300	1347.22	76.7296
CDP20566	1158	979	61	4.61335
CDP20563	2679	2500	3256	96.4304
CDP20565	1049	870	4	0.340416
CDP20567	5187	5008	652.227	9.64281
CDP20568	3759	3580	526.378	10.8864
CDP20577	2286	2107	5.41229	0.190189
CDP20578	780	601	23.0363	2.83797
CDP20579	1406	1227	252	15.2064
CDP20580	303	124	0	0
CDP20582	1309	1130	157.196	10.2999
CDP20581	198	25.324	0	0
CDP20583	1282	1103	381	25.5752
CDP20584	2510	2331	386	12.2607
CDP20585	599	420	194.694	34.322
CDP20586	3348	3169	759.801	17.752
CDP20587	1974	1795	627.083	25.8661
CDP20588	693	514	0	0
CDP20589	933	754	66	6.481
CDP20591	695	516	233.903	33.5626
CDP20592	1977	1798	179.878	7.40727
CDP20590	318	139	8	4.26132
CDP20593	288	109	12	8.15125
CDP20595	300	121	0	0
CDP20594	366	187	0	0
CDP20598	2141	1962	16	0.603796
CDP20596	1110	931	862	68.5531
CDP20602	2171	1992	1025	38.0982
CDP20600	1008	829	47	4.19771
CDP20601	783	604	144	17.652
CDP20599	1739	1560	1586	75.2745
CDP20597	1793	1614	28	1.28447
CDP20603	898	719	0	0
CDP20605	501	322	0	0
CDP20607	2995	2816	388.043	10.2027
CDP20606	510	331	1	0.223687
CDP20608	1106	927	86	6.86891
CDP20609	2130	1951	16	0.607201
CDP20610	2716	2537	65	1.89698
CDP20611	3135	2956	477.508	11.9604
CDP20615	1144	965	139	10.6649
CDP20612	1782	1603	1188	54.8722
CDP20614	1215	1036	44	3.14458
CDP20613	474	295	0	0
CDP20616	908	729	75	7.61734
CDP17014	1899	1720	42.8112	1.84289
CDP17013	1853	1674	4.00178	0.176998
CDP17012	2013	1834	280	11.3039
CDP20617	5285	5106	999	14.4862
CDP20623	2604	2425	509	15.5409
CDP20624	5703	5524	473	6.33982
CDP20628	912	733	3962	400.203
CDP20626	1287	1108	3351	223.926
CDP20627	2274	2095	935	33.0443
CDP20625	2296	2117	714	24.9716
CDP20629	2053	1874	987.62	39.0202
CDP20631	1595	1416	38.3646	2.00603
CDP20630	2484	2305	469.217	15.072
CDP20633	1185	1006	34	2.50236
CDP20634	1540	1361	41	2.23046
CDP20632	1360	1181	175	10.9713
CDP20635	1590	1411	8	0.41979
CDP20636	615	436	3	0.509453
CDP20637	628	449	57	9.39935
CDP20638	3303	3124	743	17.6095
CDP20639	3153	2974	213.067	5.30451
CDP20649	1556	1377	1075	57.8021
CDP20646	475	296	804.691	201.283
CDP20647	1380	1201	4950.86	305.216
CDP20648	1549	1370	257	13.8894
CDP20651	3276	3097	5004	119.631
CDP20650	633	454	1.01124	0.164918
CDP20652	1459	1280	9374	542.231
CDP20653	1399	1220	213	12.9267
CDP20654	2824	2645	1232	34.4869
CDP20655	183	17.7996	0	0
CDP20656	738	559	0	0
CDP20657	477	298	0	0
CDP20658	342	163	0	0
CDP20659	1713	1534	11	0.530929
CDP20660	876	697	266	28.2565
CDP17261	1182	1003	13	0.959648
CDP17258	1023	844	2	0.175451
CDP17267	2359	2180	0	0
CDP17263	3768	3589	88.3647	1.82295
CDP17259	879	700	0	0
CDP17262	3229	3050	757	18.3766
CDP17260	3243	3064	116.773	2.82178
CDP17264	1947	1768	10	0.418781
CDP17265	285	106	3.5	2.44473
CDP17266	2501	2322	19	0.605844
CDP20661	930	751	60	5.91535
CDP20662	1362	1183	182	11.3908
CDP20664	4415	4236	128.42	2.24463
CDP20663	120	6.21	0	0
CDP20665	540	361	0	0
CDP17269	2116	1937	87.9026	3.36002
CDP17279	2094	1915	6.82592	0.263914
CDP17280	2200	2021	4	0.146542
CDP17270	2174	1995	401.792	14.9117
CDP17275	1008	829	4	0.357252
CDP17276	465	286	0	0
CDP17271	2224	2045	29.2618	1.05944
CDP17272	1620	1441	1.18782	0.0610319
CDP17278	1335	1156	3	0.192147
CDP17277	2349	2170	233	7.94997
CDP17268	1992	1813	375.871	15.3501
CDP17273	2081	1902	43.9414	1.71054
CDP17274	135	7.48819	0	0
CDP17281	2331	2152	1.00099	0.0344394
CDP20666	612	433	42.0071	7.18297
CDP20669	865	686	1081	116.673
CDP20670	1733	1554	590	28.1106
CDP20668	1728	1549	1391	66.4883
CDP20667	408	229	0	0
CDP20671	351	172	1	0.430468
CDP20672	378	199	14.4468	5.37513
CDP20674	192	21.9418	0	0
CDP20673	515	336	81	17.8491
CDP20675	954	775	99.0175	9.45975
CDP20676	306	127	0	0
CDP20677	609	430	0	0
CDP20678	1784	1605	129	5.95092
CDP20679	877	698	54	5.72806
CDP20680	1263	1084	0	0
CDP20681	1999	1820	2	0.0813632
CDP20682	2838	2659	1306	36.3659
CDP20683	2145	1966	9.95154	0.37478
CDP20684	630	451	0	0
CDP20685	4022	3843	467.019	8.99775
CDP20686	2498	2319	220	7.02411
CDP17382	2237	2058	75	2.69827
CDP17380	497	318	239	55.6468
CDP17376	1060	881	0	0
CDP17378	1779	1600	313	14.4842
CDP17374	729	550	0	0
CDP17381	933	754	1.18585	0.116447
CDP17383	1308	1129	242	15.8705
CDP17375	1728	1549	298	14.2441
CDP17377	1896	1717	4	0.172488
CDP17379	730	551	206	27.6812
CDP20687	3666	3487	19.4885	0.413806
CDP20688	1497	1318	0	0
CDP20689	4545	4366	39.353	0.667365
CDP20690	933	754	50	4.90985
CDP20692	1612	1433	1506	77.8123
CDP20695	453	274	2	0.540442
CDP20691	2363	2184	1376	46.6482
CDP20693	818	639	56	6.48868
CDP20694	2638	2459	440	13.2484
CDP20696	357	178	0	0
CDP20697	585	406	41	7.477
CDP20698	2515	2336	15267.5	483.909
CDP20699	4424	4245	3095	53.9824
CDP20700	1427	1248	36.8828	2.18816
CDP17407	378	199	0	0
CDP17416	1222	1043	1	0.070988
CDP17431	851	672	0	0
CDP17428	1750	1571	2	0.0942591
CDP17414	1117	938	0	0
CDP17426	1004	825	2	0.179492
CDP17430	105	5.29865	0	0
CDP17410	2469	2290	118	3.81519
CDP17435	1378	1199	2	0.123504
CDP17413	924	745	0	0
CDP17411	1385	1206	1	0.0613935
CDP17406	387	208	7	2.49175
CDP17419	882	703	11	1.15853
CDP17405	428	249	4	1.18941
CDP17417	3100	2921	5	0.126738
CDP17429	1296	1117	0	0
CDP17432	492	313	0	0
CDP17415	2482	2303	6	0.192898
CDP17422	1917	1738	0	0
CDP17425	489	310	2	0.477681
CDP17409	447	268	37	10.222
CDP17418	624	445	24	3.9932
CDP17421	684	505	5	0.733074
CDP17434	1476	1297	34	1.94092
CDP17424	894	715	12	1.24264
CDP17427	1864	1685	0	0
CDP17412	1246	1067	1	0.0693913
CDP17423	1074	895	0	0
CDP17408	714	535	24	3.32144
CDP17420	1104	925	0	0
CDP17433	282	103	0	0
CDP20701	275	96.0001	20	15.4251
CDP20702	630	451	0	0
CDP20703	1248	1069	4	0.277046
CDP20704	1983	1804	2773	113.811
CDP20705	619	440	4	0.673096
CDP20706	663	484	6	0.917858
CDP20707	3060	2881	23.2025	0.596296
CDP20709	1926	1747	134	5.67912
CDP20708	1698	1519	177.637	8.65854
CDP20710	1186	1007	1627	119.627
CDP17464	1556	1377	492.085	26.4592
CDP17461	648	469	48	7.57771
CDP17465	921	742	9	0.898066
CDP17462	1185	1006	0	0
CDP17463	740	561	114.978	15.1747
CDP20713	1041	862	0	0
CDP20715	345	166	59	26.3156
CDP20714	1041	862	0	0
CDP20711	99	5.00576	0	0
CDP20712	2190	2011	69.8739	2.5726
CDP20716	432	253	0	0
CDP20717	699	520	0	0
CDP20719	294	115	0	0
CDP20718	1987	1808	417	17.0768
CDP20720	420	241	0	0
CDP17469	1217	1038	124	8.84492
CDP17467	854	675	0	0
CDP17470	972	793	201	18.7669
CDP17471	1061	882	2	0.167892
CDP17468	2969	2790	1819	48.2723
CDP17466	708	529	14	1.95948
CDP20721	972	793	0	0
CDP20723	624	445	207	34.4413
CDP20722	1213	1034	224	16.0397
CDP20724	2889	2710	72.5446	1.98201
CDP17473	4242	4063	794.556	14.4793
CDP17476	883	704	135	14.1981
CDP17481	3024	2845	97.6607	2.5416
CDP17480	2553	2374	152.941	4.76995
CDP17486	1545	1366	0	0
CDP17477	2496	2317	15	0.47933
CDP17474	1456	1277	173	10.0305
CDP17479	372	193	0	0
CDP17483	1947	1768	81.7101	3.42186
CDP17472	3719	3540	90.2766	1.88817
CDP17482	4624	4445	345.313	5.7519
CDP17475	767	588	167	21.0285
