target_id	length	eff_length	est_counts	tpm
CDP20278	2842	2663	1688	49.3269
CDP20276	4025	3846	10	0.202336
CDP20280	737	558	138	19.2454
CDP20283	2773	2594	393	11.7898
CDP20281	1840	1661	221	10.3539
CDP20282	1365	1186	7	0.4593
CDP22123	1626	1447	268.49	14.4392
CDP22124	912	733	0	0
CDP20286	1237	1058	309.379	22.7556
CDP20285	228	49.4247	66	103.916
CDP20284	1157	978	980.955	78.0536
CDP20288	765	586	0	0
CDP20287	1468	1289	102.527	6.18969
CDP22125	145	8.64817	3	26.9948
CDP22126	361	182	331.457	141.723
CDP22127	1767	1588	336.062	16.4684
CDP20289	264	85.0011	0	0
CDP20293	126	6.66748	0	0
CDP20290	135	7.48819	0	0
CDP20292	618	439	1	0.177263
CDP20291	942	763	0	0
CDP22128	330	151	0	0
CDP20294	249	70.019	0	0
CDP20295	3228	3049	899	22.9449
CDP22129	648	469	159.352	26.4403
CDP22130	486	307	0	0
CDP20296	474	295	0	0
CDP20297	393	214	0	0
CDP20300	469	290	4.37768	1.1747
CDP20298	3664	3485	1366	30.5022
CDP20301	240	61.0822	20	25.4799
CDP20299	2430	2251	9202.84	318.148
CDP20302	1538	1359	309	17.6938
CDP22131	312	133	4	2.34041
CDP22132	189	20.4424	0	0
CDP22133	1011	832	0	0
CDP22134	552	373	28	5.8416
CDP15789	2365	2186	174.723	6.21988
CDP15785	2077	1898	1501	61.5414
CDP15788	483	304	0	0
CDP15787	576	397	0	0
CDP15790	2622	2443	1562	49.7554
CDP15791	2120	1941	2430	97.4235
CDP15786	1554	1375	859	48.6154
CDP22135	870	691	791.265	89.1101
CDP20313	744	565	1	0.137732
CDP20312	1638	1459	0	0
CDP20310	399	220	0	0
CDP20315	2371	2192	0	0
CDP20311	1923	1744	1	0.0446207
CDP20314	372	193	0	0
CDP20317	981	802	9	0.873275
CDP20319	2444	2265	107	3.67619
CDP20320	678	499	11	1.71544
CDP20316	2013	1834	0	0
CDP20318	2953	2774	463	12.9885
CDP22136	216	38.5618	0	0
CDP22137	135	7.48819	1	10.3922
CDP22138	183	17.7996	0	0
CDP20322	3441	3262	48.0097	1.14532
CDP20321	1414	1235	12.6265	0.795607
CDP22139	925	746	47	4.90278
CDP20323	3024	2845	39	1.06676
CDP20324	2103	1924	791	31.993
CDP20325	3436	3257	1223	29.2208
CDP20326	3863	3684	1852.08	39.1223
CDP20327	1593	1414	0	0
CDP20328	1116	937	164	13.6203
CDP22141	468	289	0	0
CDP20329	1047	868	0	0
CDP20331	528	349	0	0
CDP20330	524	345	3.70802	0.836384
CDP20332	668	489	70.8268	11.2712
CDP20336	1455	1276	211	12.8681
CDP20333	1477	1298	3915	234.715
CDP20335	213	36.0583	3	6.47439
CDP20334	1715	1536	362	18.34
CDP20339	3669	3490	458.546	10.2245
CDP20337	944	765	1960.05	199.383
CDP20338	1348	1169	738.249	49.1441
CDP22142	891	712	345.851	37.8
CDP22143	1635	1456	266.982	14.2693
CDP20341	984	805	0	0
CDP20342	1228	1049	687.897	51.0306
CDP20340	2827	2648	1179	34.648
CDP22144	1683	1504	15.9474	0.825136
CDP22145	682	503	636.511	98.4739
CDP22146	1293	1114	92.473	6.45971
CDP20345	2907	2728	348.898	9.95262
CDP20344	1296	1117	1270.29	88.4976
CDP22147	1044	865	10.1875	0.916508
CDP22148	375	196	20.1815	8.01273
CDP20346	465	286	1	0.272093
CDP20347	135	7.48819	0	0
CDP20349	569	390	51	10.1763
CDP20348	846	667	101.318	11.8207
CDP22149	659	480	8605.69	1395.17
CDP22150	474	295	12.5916	3.32156
CDP20350	849	670	6	0.696882
CDP22151	1050	871	115.528	10.3217
CDP22152	1574	1395	459.435	25.629
CDP20353	2235	2056	0	0
CDP22153	831	652	0	0
CDP20354	692	513	162.938	24.7165
CDP22154	867	688	0	0
CDP22155	327	148	0	0
CDP20355	249	70.019	1	1.11139
CDP22156	1632	1453	99.3322	5.31995
CDP20358	1891	1712	286.427	13.0195
CDP20357	733	554	1392.23	195.562
CDP20356	940	761	1276.88	130.572
CDP22157	330	151	2.21776	1.14293
CDP22158	1041	862	618	55.791
CDP22159	441	262	67.2921	19.9869
CDP22160	546	367	11.3455	2.4057
CDP20360	3873	3694	894	18.8332
CDP20359	1575	1396	175	9.75519
CDP20361	774	595	68.9486	9.01762
CDP20362	1167	988	0	0
CDP22161	216	38.5618	1	2.01802
CDP20363	3048	2869	0	0
CDP20364	208	32.1317	0	0
CDP22162	537	358	483	104.99
CDP22163	543	364	0	0
CDP22164	630	451	389.777	67.2548
CDP22165	228	49.4247	4.04146	6.36323
CDP20365	168	12.9312	0	0
CDP22166	510	331	0.502143	0.118054
CDP22167	486	307	5.17796	1.31251
CDP22168	156	10.3458	0	0
CDP20366	721	542	0	0
CDP20367	1251	1072	78.3938	5.69076
CDP20368	1940	1761	887	39.1965
CDP22169	1447	1268	10	0.613711
CDP20369	590	411	0	0
CDP22170	1589	1410	208	11.4796
CDP22171	420	241	13.9463	4.50323
CDP22172	897	718	71	7.69515
CDP20370	522	343	0	0
CDP20371	993	814	0	0
CDP20376	1891	1712	31	1.4091
CDP20374	2350	2171	215	7.70658
CDP20373	1631	1452	0	0
CDP20375	1431	1252	45	2.79699
CDP20377	1969	1790	866	37.6485
CDP20378	2683	2504	6680	207.599
CDP20372	1331	1152	330	22.2918
CDP22173	993	814	0	0
CDP22174	426	247	0	0
CDP22175	723	544	0	0
CDP22176	570	391	0	0
CDP20386	1597	1418	320.736	17.6017
CDP20387	1162	983	6	0.474986
CDP20390	1491	1312	496	29.4192
CDP20391	990	811	0	0
CDP20388	1809	1630	292	13.9405
CDP20389	2855	2676	821	23.8748
CDP22177	648	469	41.7384	6.92542
CDP20395	521	342	27	6.14357
CDP20393	1371	1192	0	0
CDP20397	459	280	27	7.50393
CDP20394	1284	1105	0	0
CDP20396	882	703	15	1.66042
CDP20392	1365	1186	0	0
CDP22178	630	451	36.2379	6.25272
CDP20398	153	9.8295	0	0
CDP22179	300	121	0	0
CDP22180	507	328	22	5.21953
CDP20399	624	445	10	1.74873
CDP20400	1926	1747	0	0
CDP20401	1144	965	5.59879	0.451492
CDP20402	919	740	333.5	35.0709
CDP20403	1509	1330	0	0
CDP20404	2159	1980	294	11.5549
CDP22181	539	360	21.2345	4.59011
CDP22182	1401	1222	4.80324	0.305877
CDP22183	960	781	93.43	9.30933
CDP22184	1289	1110	20	1.40214
CDP22185	1746	1567	8.39056	0.416682
CDP20405	723	544	64	9.15512
CDP20407	381	202	5	1.9262
CDP20406	534	355	0	0
CDP22186	1320	1141	7.76191	0.529378
CDP20409	630	451	0	0
CDP20408	399	220	0	0
CDP22188	522	343	0	0
CDP20410	1536	1357	24.8424	1.42461
CDP20411	669	490	0	0
CDP22189	1337	1158	972	65.3192
CDP22190	447	268	63.5027	18.4391
CDP20412	1203	1024	0	0
CDP20413	2457	2278	308.291	10.5315
CDP20416	398	219	46	16.3454
CDP20414	645	466	0	0
CDP20417	939	760	0	0
CDP20415	1546	1367	625	35.5791
CDP22191	1476	1297	1	0.0599989
CDP20418	6469	6290	475.27	5.87994
CDP20419	1232	1053	156.538	11.5684
CDP20420	1409	1230	155.359	9.82914
CDP22192	252	73.0112	34.103	36.3484
CDP20421	4035	3856	437	8.81916
CDP22193	261	82.002	7	6.64288
CDP22194	1467	1288	45.7943	2.7668
CDP22196	800	621	0	0
CDP22195	330	151	0	0
CDP22197	885	706	178.746	19.7022
CDP20425	462	283	7.32254	2.01353
CDP20424	2407	2228	54.2428	1.89457
CDP20422	1797	1618	0	0
CDP20423	1506	1327	10	0.586424
CDP20426	1776	1597	171	8.33248
CDP20427	165	12.1958	0	0
CDP22198	552	373	0	0
CDP22199	222	43.8484	0	0
CDP22200	1021	842	132	12.1996
CDP22201	498	319	0	0
CDP20429	1302	1123	160	11.0872
CDP20428	654	475	2	0.327657
CDP20430	527	348	0	0
CDP20431	1121	942	38	3.13918
CDP20435	2394	2215	267	9.38038
CDP20434	432	253	1287	395.859
CDP20433	1874	1695	245	11.2481
CDP20432	438	259	80	24.0366
CDP22202	525	346	0	0
CDP22203	1068	889	289.764	25.3644
CDP20436	324	145	6	3.22008
CDP20437	231	52.2911	0	0
CDP20438	414	235	0	0
CDP20439	75	4.11003	0	0
CDP20440	1614	1435	79.2089	4.29542
CDP20442	456	277	0	0
CDP20443	2172	1993	125	4.88074
CDP20444	3060	2881	68.1142	1.83983
CDP20441	2827	2648	1512.16	44.439
CDP22204	1248	1069	1.37047	0.0997641
CDP22205	831	652	0	0
CDP20445	459	280	0	0
CDP20446	694	515	62.5842	9.45672
CDP22206	333	154	0	0
CDP22208	288	109	0	0
CDP22207	204	29.2345	0	0
CDP20447	1563	1384	123	6.91595
CDP20448	2021	1842	97	4.09794
CDP20449	405	226	0	0
CDP20450	924	745	5	0.522272
CDP20452	366	187	0	0
CDP20451	1866	1687	704.959	32.5186
CDP22209	693	514	5.64801	0.855097
CDP22210	1017	838	747.342	69.3998
CDP20453	1278	1099	1.00582	0.0712207
CDP22211	504	325	0	0
CDP20456	495	316	0	0
CDP20455	1275	1096	4	0.284009
CDP20460	759	580	0	0
CDP20457	1010	831	0	0
CDP20459	720	541	2	0.287684
CDP20458	821	642	16	1.9394
CDP22212	1674	1495	118.652	6.17612
CDP22213	303	124	0	0
CDP20461	928	749	680	70.6497
CDP22214	270	91.0003	0	0
CDP20462	1129	950	0	0
CDP20465	1054	875	705.347	62.7303
CDP20464	384	205	18.4324	6.99697
CDP20463	3483	3304	221.241	5.21085
CDP20466	223	44.7603	0	0
CDP22215	1533	1354	0	0
CDP22216	834	655	149.966	17.817
CDP22217	624	445	0	0
CDP22218	1014	835	0	0
CDP20467	1368	1189	16.2636	1.06443
CDP22219	948	769	3.60565	0.364872
CDP22220	750	571	78.3873	10.683
CDP22221	651	472	13.38	2.20596
CDP20468	2889	2710	1.04292	0.0299478
CDP22222	684	505	3.01802	0.465065
CDP22223	387	208	2	0.748255
CDP22224	285	106	0	0
CDP22225	1371	1192	12	0.783408
CDP22226	609	430	124.425	22.5176
CDP20471	204	29.2345	9	23.9569
CDP20469	453	274	0	0
CDP20470	982	803	184.17	17.8478
CDP22227	1136	957	6.98409	0.567912
CDP22228	1125	946	23.6881	1.94859
CDP22229	1215	1036	140.357	10.5428
CDP22230	571	392	378.264	75.0917
CDP22231	381	202	6.59513	2.54071
CDP22232	324	145	0	0
CDP20473	2741	2562	619	18.8016
CDP20474	1990	1811	641	27.5437
CDP20472	1675	1496	145.052	7.54529
CDP20475	3012	2833	592	16.2614
CDP20476	363	184	0	0
CDP22233	1381	1202	295.513	19.1318
CDP22234	135	7.48819	0	0
CDP22235	273	94.0001	0	0
CDP22236	1412	1233	198.713	12.5414
CDP22237	111	5.62895	0	0
CDP20477	225	46.6066	0	0
CDP20478	1204	1025	196	14.8804
CDP20479	912	733	0	0
CDP22238	261	82.002	378.193	358.899
CDP20480	1275	1096	488.417	34.6788
CDP20484	1931	1752	254	11.2819
CDP20481	537	358	0	0
CDP20482	2092	1913	1217.58	49.5298
CDP20486	1228	1049	0	0
CDP20485	1074	895	0	0
CDP20483	1126	947	813	66.8072
CDP20488	2893	2714	4065	116.556
CDP20489	592	413	176	33.1624
CDP20487	1863	1684	976.62	45.1301
CDP20490	1524	1345	1145	66.247
CDP22239	639	460	0	0
CDP22240	531	352	0	0
CDP22241	1002	823	0	0
CDP22242	249	70.019	0	0
CDP22243	1166	987	477.684	37.6623
CDP22244	934	755	31	3.1952
CDP22245	735	556	74.3183	10.4017
CDP20491	2277	2098	0	0
CDP22246	1037	858	106.781	9.68476
CDP22247	264	85.0011	0	0
CDP20492	3036	2857	8913.68	242.789
CDP22248	495	316	13	3.20139
CDP20493	1831	1652	38	1.79001
CDP20494	1198	1019	2606	199.014
CDP22249	459	280	0	0
CDP22250	585	406	0	0
CDP20496	987	808	48.2162	4.6437
CDP20495	372	193	1.56938	0.632783
CDP20497	459	280	0	0
CDP20498	519	340	0	0
CDP20499	1735	1556	47.9503	2.39809
CDP22251	1940	1761	7	0.30933
CDP22252	957	778	8.06369	0.806561
CDP20503	1376	1197	180.563	11.7387
CDP20504	183	17.7996	0	0
CDP22253	1017	838	69.3998	6.44462
CDP22254	390	211	4.31999	1.59325
CDP22255	840	661	6.47771	0.76261
CDP20505	198	25.324	0	0
CDP22256	1314	1135	0	0
CDP22257	129	6.9214	0	0
CDP20506	3046	2867	4	0.108571
CDP20507	1032	853	130	11.8598
CDP20509	989	810	109.822	10.5508
CDP20508	2289	2110	1346	49.6416
CDP20510	2908	2729	735	20.9588
CDP20511	2770	2591	1865	56.0137
CDP20512	917	738	435	45.8686
CDP22258	573	394	982.918	194.135
CDP20514	420	241	2	0.645797
CDP20513	1849	1670	0	0
CDP22259	480	301	0	0
CDP22260	156	10.3458	0	0
CDP22261	651	472	198.942	32.7995
CDP20517	540	361	0	0
CDP22262	993	814	244.158	23.3415
CDP22263	528	349	18.866	4.20666
CDP20518	525	346	0	0
CDP22264	468	289	0	0
CDP22265	879	700	262	29.1264
CDP22266	309	130	31.7507	19.0061
CDP22267	801	622	231.584	28.9735
CDP22268	1725	1546	414.002	20.8389
CDP20519	4428	4249	321.575	5.8895
CDP22269	1472	1293	927.714	55.834
CDP22270	645	466	0	0
CDP20520	2552	2373	3202.64	105.025
CDP20522	1005	826	3.30174	0.311061
CDP20521	2007	1828	0	0
CDP22271	531	352	35.6106	7.87263
CDP22272	858	679	0	0
CDP22273	600	421	0	0
CDP20523	4014	3835	283.117	5.74491
CDP22274	228	49.4247	0	0
CDP22275	459	280	11.57	3.21557
CDP22276	939	760	1.72294	0.176417
CDP20524	853	674	90.6819	10.4699
CDP22277	480	301	289.442	74.8304
CDP22278	348	169	0	0
CDP22279	174	14.6185	0	0
CDP20530	450	271	0	0
CDP20529	612	433	0	0
CDP20525	1531	1352	9	0.518023
CDP20527	2844	2665	285	8.32206
CDP20526	2883	2704	2171	62.4793
CDP20531	415	236	38	12.5301
CDP20528	522	343	6	1.36126
CDP22280	294	115	31	20.9772
CDP20532	2886	2707	102.392	2.94348
CDP22281	525	346	0	0
CDP20533	645	466	0	0
CDP16590	756	577	0	0
CDP16597	204	29.2345	15	39.9281
CDP16594	1701	1522	7.7977	0.39869
CDP16595	1221	1042	0	0
CDP16587	1047	868	0	0
CDP16593	1547	1368	16	0.910158
CDP16596	1874	1695	2.2023	0.101109
CDP16586	498	319	0.5	0.121973
CDP16588	495	316	0	0
CDP16589	1484	1305	143	8.52724
CDP16591	1489	1310	8.13662	0.483343
CDP16592	1275	1096	0	0
CDP20535	1105	926	0	0
CDP20534	1375	1196	192	12.4926
CDP20537	2296	2117	287	10.5498
CDP20541	3046	2867	144	3.90857
CDP20538	1055	876	189	16.7896
CDP20540	1805	1626	962.279	46.0536
CDP20539	1215	1036	52	3.90595
CDP20536	4428	4249	780	14.2853
CDP22282	531	352	185.925	41.1035
CDP20542	3285	3106	32.2185	0.807209
CDP22283	1347	1168	206.344	13.7478
CDP20544	1065	886	1269	111.458
CDP20543	465	286	0	0
CDP20545	1040	861	5.07811	0.458968
CDP20546	1083	904	0	0
CDP20547	2022	1843	17	0.717805
CDP20548	1830	1651	0	0
CDP20550	2428	2249	50	1.73007
CDP20549	1176	997	24	1.87326
CDP20553	420	241	0	0
CDP20551	315	136	0.5	0.286097
CDP20552	580	401	592.817	115.043
CDP20557	4008	3829	3410.28	69.3086
CDP20554	2694	2515	43.5803	1.34845
CDP20556	690	511	36	5.48232
CDP20555	334	155	258.841	129.952
CDP20558	708	529	3	0.441315
CDP20560	1425	1246	0	0
CDP20559	1575	1396	4	0.222976
CDP20561	627	448	350	60.7957
CDP20562	480	301	579	149.691
CDP20564	1479	1300	1336.57	80.0075
CDP20566	1158	979	4	0.317951
CDP20563	2679	2500	2610	81.2425
CDP20565	1049	870	23	2.05727
CDP20567	5187	5008	621.565	9.6584
CDP20568	3759	3580	1696.76	36.8825
CDP20577	2286	2107	1.23745	0.0457032
CDP20578	780	601	19.7401	2.55598
CDP20579	1406	1227	201	12.7478
CDP20580	303	124	0	0
CDP20582	1309	1130	85	5.85361
CDP20581	198	25.324	0	0
CDP20583	1282	1103	328	23.141
CDP20584	2510	2331	338	11.2839
CDP20585	599	420	189.735	35.1545
CDP20586	3348	3169	754.917	18.5379
CDP20587	1974	1795	637.49	27.6371
CDP20588	693	514	0	0
CDP20589	933	754	165	17.0293
CDP20591	695	516	29.2256	4.40754
CDP20592	1977	1798	64.6965	2.8001
CDP20590	318	139	35	19.5946
CDP20593	288	109	9	6.42538
CDP20595	300	121	0	0
CDP20594	366	187	0	0
CDP20598	2141	1962	13	0.515617
CDP20596	1110	931	400	33.4344
CDP20602	2171	1992	2428	94.8511
CDP20600	1008	829	2	0.187741
CDP20601	783	604	49	6.31309
CDP20599	1739	1560	1734	86.4983
CDP20597	1793	1614	2	0.0964294
CDP20603	898	719	0	0
CDP20605	501	322	0	0
CDP20607	2995	2816	34.6293	0.956961
CDP20606	510	331	0	0
CDP20608	1106	927	170	14.2709
CDP20609	2130	1951	154	6.14252
CDP20610	2716	2537	1846	56.6232
CDP20611	3135	2956	1410.91	37.143
CDP20615	1144	965	1305	105.236
CDP20612	1782	1603	64	3.10692
CDP20614	1215	1036	941	70.6827
CDP20613	474	295	7	1.84654
CDP20616	908	729	198	21.1359
CDP17014	1899	1720	15.0925	0.682836
CDP17013	1853	1674	0	0
CDP17012	2013	1834	307	13.0263
CDP20617	5285	5106	905	13.7927
CDP20623	2604	2425	473	15.1786
CDP20624	5703	5524	412	5.80399
CDP20628	912	733	29474	3129.09
CDP20626	1287	1108	1894	133.022
CDP20627	2274	2095	1261	46.8397
CDP20625	2296	2117	684	25.1431
CDP20629	2053	1874	1637.32	67.9902
CDP20631	1595	1416	257.853	14.1707
CDP20630	2484	2305	162.787	5.49582
CDP20633	1185	1006	13	1.00561
CDP20634	1540	1361	28	1.60097
CDP20632	1360	1181	68	4.48066
CDP20635	1590	1411	6	0.330908
CDP20636	615	436	5	0.892414
CDP20637	628	449	57	9.87897
CDP20638	3303	3124	585	14.5723
CDP20639	3153	2974	309.139	8.08902
CDP20649	1556	1377	2525	142.696
CDP20646	475	296	358.957	94.37
CDP20647	1380	1201	2362.98	153.109
CDP20648	1549	1370	149	8.46347
CDP20651	3276	3097	3205	80.5322
CDP20650	633	454	9.02668	1.54723
CDP20652	1459	1280	2539	154.36
CDP20653	1399	1220	166	10.5884
CDP20654	2824	2645	817	24.0369
CDP20655	183	17.7996	0	0
CDP20656	738	559	0	0
CDP20657	477	298	0	0
CDP20658	342	163	0	0
CDP20659	1713	1534	0	0
CDP20660	876	697	177	19.7617
CDP17261	1182	1003	0	0
CDP17258	1023	844	1	0.092202
CDP17267	2359	2180	0	0
CDP17263	3768	3589	61.0235	1.32314
CDP17259	879	700	0	0
CDP17262	3229	3050	590	15.0534
CDP17260	3243	3064	25.4479	0.646318
CDP17264	1947	1768	2	0.08803
CDP17265	285	106	1.04565	0.767648
CDP17266	2501	2322	11.0287	0.369612
CDP20661	930	751	170	17.6154
CDP20662	1362	1183	162	10.6565
CDP20664	4415	4236	461.547	8.47897
CDP20663	120	6.21	0	0
CDP20665	540	361	0	0
CDP17269	2116	1937	38.6507	1.55278
CDP17279	2094	1915	14	0.568908
CDP17280	2200	2021	68	2.61834
CDP17270	2174	1995	449.603	17.5375
CDP17275	1008	829	10	0.938703
CDP17276	465	286	1	0.272093
CDP17271	2224	2045	35.9877	1.36944
CDP17272	1620	1441	3.06028	0.165264
CDP17278	1335	1156	2.29551	0.154527
CDP17277	2349	2170	518.291	18.5865
CDP17268	1992	1813	21.4843	0.922158
CDP17273	2081	1902	132.995	5.44137
CDP17274	135	7.48819	0	0
CDP17281	2331	2152	0	0
CDP20666	612	433	49.313	8.86251
CDP20669	865	686	448	50.8203
CDP20670	1733	1554	449	22.4842
CDP20668	1728	1549	2464	123.786
CDP20667	408	229	0	0
CDP20671	351	172	5	2.26217
CDP20672	378	199	14.1902	5.54903
CDP20674	192	21.9418	0	0
CDP20673	515	336	51.4921	11.9257
CDP20675	954	775	9.51177	0.955087
CDP20676	306	127	0	0
CDP20677	609	430	0	0
CDP20678	1784	1605	61	2.95759
CDP20679	877	698	35	3.90207
CDP20680	1263	1084	6.00396	0.431014
CDP20681	1999	1820	215	9.19285
CDP20682	2838	2659	1047	30.6416
CDP20683	2145	1966	10.7208	0.424352
CDP20684	630	451	0	0
CDP20685	4022	3843	131.701	2.66686
CDP20686	2498	2319	72	2.4161
CDP17382	2237	2058	613	23.1792
CDP17380	497	318	138	33.7703
CDP17376	1060	881	0	0
CDP17378	1779	1600	195	9.48413
CDP17374	729	550	1.00679	0.142448
CDP17381	933	754	2	0.206415
CDP17383	1308	1129	150	10.339
CDP17375	1728	1549	298	14.9709
CDP17377	1896	1717	0	0
CDP17379	730	551	181	25.5629
CDP20687	3666	3487	28.5144	0.636348
CDP20688	1497	1318	2.06283	0.121795
CDP20689	4545	4366	98.6638	1.75856
CDP20690	933	754	552	56.9706
CDP20692	1612	1433	2239	121.588
CDP20695	453	274	6	1.70406
CDP20691	2363	2184	1989	70.8704
CDP20693	818	639	221	26.9138
CDP20694	2638	2459	1849	58.5142
CDP20696	357	178	2	0.874365
CDP20697	585	406	70	13.417
CDP20698	2515	2336	1196.68	39.8646
CDP20699	4424	4245	1811	33.1989
CDP20700	1427	1248	49.9783	3.11638
CDP17407	378	199	0	0
CDP17416	1222	1043	7	0.522272
CDP17431	851	672	0	0
CDP17428	1750	1571	3	0.148603
CDP17414	1117	938	0	0
CDP17426	1004	825	0	0
CDP17430	105	5.29865	0	0
CDP17410	2469	2290	25	0.849547
CDP17435	1378	1199	2	0.129806
CDP17413	924	745	0	0
CDP17411	1385	1206	1	0.0645261
CDP17406	387	208	12	4.48953
CDP17419	882	703	10	1.10695
CDP17405	428	249	3	0.937573
CDP17417	3100	2921	2	0.0532821
CDP17429	1296	1117	0	0
CDP17432	492	313	0	0
CDP17415	2482	2303	4	0.13516
CDP17422	1917	1738	0	0
CDP17425	489	310	24	6.02466
CDP17409	447	268	14	4.06515
CDP17418	624	445	6	1.04924
CDP17421	684	505	2	0.308192
CDP17434	1476	1297	47	2.81995
CDP17424	894	715	0	0
CDP17427	1864	1685	0	0
CDP17412	1246	1067	0	0
CDP17423	1074	895	4	0.347792
CDP17408	714	535	3	0.436366
CDP17420	1104	925	0	0
CDP17433	282	103	0	0
CDP20701	275	96.0001	8	6.48487
CDP20702	630	451	0	0
CDP20703	1248	1069	10	0.727956
CDP20704	1983	1804	208	8.97242
CDP20705	619	440	3.0049	0.531448
CDP20706	663	484	63.7977	10.2575
CDP20707	3060	2881	65.672	1.77386
CDP20709	1926	1747	29	1.29178
CDP20708	1698	1519	98.7232	5.0576
CDP20710	1186	1007	983	75.9639
CDP17464	1556	1377	288.563	16.3076
CDP17461	648	469	2	0.331849
CDP17465	921	742	2	0.209753
CDP17462	1185	1006	0	0
CDP17463	740	561	433.178	60.0879
CDP20713	1041	862	0	0
CDP20715	345	166	89	41.722
CDP20714	1041	862	0	0
CDP20711	99	5.00576	0	0
CDP20712	2190	2011	76.6504	2.9661
CDP20716	432	253	0	0
CDP20717	699	520	0	0
CDP20719	294	115	0	0
CDP20718	1987	1808	372	16.0113
CDP20720	420	241	0	0
CDP17469	1217	1038	198	14.844
CDP17467	854	675	291	33.5484
CDP17470	972	793	82	8.04681
CDP17471	1061	882	18	1.58813
CDP17468	2969	2790	2787	77.7348
CDP17466	708	529	171	25.1549
CDP20721	972	793	0	0
CDP20723	624	445	138	24.1325
CDP20722	1213	1034	214	16.1056
CDP20724	2889	2710	106.958	3.07133
CDP17473	4242	4063	2169.21	41.5467
CDP17476	883	704	253	27.966
CDP17481	3024	2845	235.193	6.43317
CDP17480	2553	2374	232.631	7.62554
CDP17486	1545	1366	1	0.0569682
CDP17477	2496	2317	42	1.41061
CDP17474	1456	1277	413	25.1676
CDP17479	372	193	0	0
CDP17483	1947	1768	130.166	5.72926
CDP17472	3719	3540	347.348	7.63563
CDP17482	4624	4445	843.569	14.7683
