target_id	length	eff_length	est_counts	tpm
CDP20468	2889	2710	22.754	0.592196
CDP22222	684	505	10.1872	1.42279
CDP22223	387	208	1	0.339089
CDP22224	285	106	0	0
CDP22225	1371	1192	0	0
CDP22226	609	430	16	2.62439
CDP20471	204	29.2345	9	21.7132
CDP20469	453	274	0	0
CDP20470	982	803	218.754	19.214
CDP22227	1136	957	22.6123	1.66651
CDP22228	1125	946	12.0843	0.900961
CDP22229	1215	1036	224.171	15.2615
CDP22230	571	392	527.938	94.989
CDP22231	381	202	30.5134	10.6541
CDP22232	324	145	0	0
CDP20473	2741	2562	390.366	10.7465
CDP20474	1990	1811	670	26.0935
CDP20472	1675	1496	105.897	4.99263
CDP20475	3012	2833	475	11.8256
CDP20476	363	184	0	0
CDP22233	1381	1202	159.267	9.34538
CDP22234	135	7.48819	0	0
CDP22235	273	94.0001	0	0
CDP22236	1412	1233	247.39	14.1513
CDP22237	111	5.62895	0	0
CDP20477	225	46.6066	0	0
CDP20478	1204	1025	158	10.872
CDP20479	912	733	0	0
CDP22238	261	82.002	255.832	220.043
CDP20480	1275	1096	991.992	63.8373
CDP20484	1931	1752	400	16.1028
CDP20481	537	358	0.387387	0.0763201
CDP20482	2092	1913	4853.01	178.926
CDP20486	1228	1049	0	0
CDP20485	1074	895	0	0
CDP20483	1126	947	588	43.7929
CDP20488	2893	2714	2531	65.7747
CDP20489	592	413	76	12.979
CDP20487	1863	1684	1395	58.4264
CDP20490	1524	1345	1207	63.2939
CDP22239	639	460	0	0
CDP22240	531	352	0	0
CDP22241	1002	823	1.04342	0.0894204
CDP22242	249	70.019	0	0
CDP22243	1166	987	529.432	37.8329
CDP22244	934	755	18	1.68152
CDP22245	735	556	183.844	23.3212
CDP20491	2277	2098	0	0
CDP22246	1037	858	42.0539	3.45697
CDP22247	264	85.0011	0	0
CDP20492	3036	2857	1022.72	25.2478
CDP22248	495	316	8	1.78558
CDP20493	1831	1652	41	1.75045
CDP20494	1198	1019	4348	300.948
CDP22249	459	280	0	0
CDP22250	585	406	0	0
CDP20496	987	808	203.799	17.7897
CDP20495	372	193	0	0
CDP20497	459	280	0	0
CDP20498	519	340	0	0
CDP20499	1735	1556	62.3894	2.82799
CDP22251	1940	1761	2	0.0801027
CDP22252	957	778	3	0.271968
CDP20503	1376	1197	85.2374	5.02241
CDP20504	183	17.7996	3	11.8875
CDP22253	1017	838	84.5314	7.11461
CDP22254	390	211	1.07116	0.358055
CDP22255	840	661	0	0
CDP20505	198	25.324	0	0
CDP22256	1314	1135	0	0
CDP22257	129	6.9214	0	0
CDP20506	3046	2867	0	0
CDP20507	1032	853	135	11.1625
CDP20509	989	810	185.21	16.1271
CDP20508	2289	2110	1058	35.3655
CDP20510	2908	2729	522	13.491
CDP20511	2770	2591	2174	59.1792
CDP20512	917	738	396	37.8456
CDP22258	573	394	265	47.438
CDP20514	420	241	0	0
CDP20513	1849	1670	2	0.0844676
CDP22259	480	301	0	0
CDP22260	156	10.3458	0	0
CDP22261	651	472	208.811	31.2024
CDP20517	540	361	0	0
CDP22262	993	814	329.154	28.5201
CDP22263	528	349	0	0
CDP20518	525	346	0	0
CDP22264	468	289	0	0
CDP22265	879	700	152	15.3152
CDP22266	309	130	14.153	7.67858
CDP22267	801	622	245.753	27.8667
CDP22268	1725	1546	371.992	16.9707
CDP20519	4428	4249	49.5437	0.822392
CDP22269	1472	1293	912.776	49.79
CDP22270	645	466	0	0
CDP20520	2552	2373	4072	121.028
CDP20522	1005	826	0	0
CDP20521	2007	1828	3.288	0.126862
CDP22271	531	352	132.184	26.4858
CDP22272	858	679	0	0
CDP22273	600	421	0	0
CDP20523	4014	3835	314.53	5.7846
CDP22274	228	49.4247	0	0
CDP22275	459	280	2.60958	0.657338
CDP22276	939	760	1.16106	0.10775
CDP20524	853	674	169.909	17.7801
CDP22277	480	301	28.189	6.60525
CDP22278	348	169	0	0
CDP22279	174	14.6185	0	0
CDP20530	450	271	0	0
CDP20529	612	433	1	0.162888
CDP20525	1531	1352	12	0.62601
CDP20527	2844	2665	331	8.76007
CDP20526	2883	2704	634	16.5371
CDP20531	415	236	65	19.4258
CDP20528	522	343	12	2.46754
CDP22280	294	115	19	11.6529
CDP20532	2886	2707	129.141	3.36475
CDP22281	525	346	0	0
CDP20533	645	466	0	0
CDP16590	756	577	0	0
CDP16597	204	29.2345	3	7.23773
CDP16594	1701	1522	46.4344	2.1518
CDP16595	1221	1042	2	0.135375
CDP16587	1047	868	0	0
CDP16593	1547	1368	6	0.309344
CDP16596	1874	1695	76.5656	3.18596
CDP16586	498	319	0.5	0.110549
CDP16588	495	316	0	0
CDP16589	1484	1305	94	5.08035
CDP16591	1489	1310	13.2476	0.713253
CDP16592	1275	1096	2	0.128705
CDP20535	1105	926	0	0
CDP20534	1375	1196	147	8.66888
CDP20537	2296	2117	347	11.5607
CDP20541	3046	2867	75	1.84506
CDP20538	1055	876	234	18.8403
CDP20540	1805	1626	1328.51	57.6264
CDP20539	1215	1036	28	1.90623
CDP20536	4428	4249	752	12.4827
CDP22282	531	352	81.6984	16.37
CDP20542	3285	3106	31.2711	0.710098
CDP22283	1347	1168	131.583	7.94573
CDP20544	1065	886	2698	214.776
CDP20543	465	286	0	0
CDP20545	1040	861	7.31343	0.599094
CDP20546	1083	904	0	0
CDP20547	2022	1843	10	0.382694
CDP20548	1830	1651	0	0
CDP20550	2428	2249	44	1.37988
CDP20549	1176	997	9	0.636684
CDP20553	420	241	1.29024	0.377598
CDP20551	315	136	3.3257	1.72473
CDP20552	580	401	685.197	120.517
CDP20557	4008	3829	1367.15	25.183
CDP20554	2694	2515	12.3249	0.345638
CDP20556	690	511	62	8.55751
CDP20555	334	155	148	67.3452
CDP20558	708	529	375.287	50.0363
CDP20560	1425	1246	0	0
CDP20559	1575	1396	5.71825	0.288904
CDP20561	627	448	258	40.618
CDP20562	480	301	641	150.199
CDP20564	1479	1300	490.909	26.6339
CDP20566	1158	979	0	0
CDP20563	2679	2500	2293	64.6905
CDP20565	1049	870	39	3.16171
CDP20567	5187	5008	617.846	8.70147
CDP20568	3759	3580	761.302	14.9986
CDP20577	2286	2107	1.7135	0.0573583
CDP20578	780	601	57.4632	6.7436
CDP20579	1406	1227	181	10.4042
CDP20580	303	124	3	1.70638
CDP20582	1309	1130	108	6.74096
CDP20581	198	25.324	0	0
CDP20583	1282	1103	406	25.9613
CDP20584	2510	2331	332	10.0455
CDP20585	599	420	294.166	49.3992
CDP20586	3348	3169	466.42	10.3808
CDP20587	1974	1795	89.793	3.52821
CDP20588	693	514	0	0
CDP20589	933	754	154	14.4054
CDP20591	695	516	89.1969	12.1921
CDP20592	1977	1798	177.831	6.9758
CDP20590	318	139	1	0.507413
CDP20593	288	109	1	0.647068
CDP20595	300	121	0	0
CDP20594	366	187	0	0
CDP20598	2141	1962	4	0.143793
CDP20596	1110	931	714	54.091
CDP20602	2171	1992	896	31.7245
CDP20600	1008	829	4	0.340316
CDP20601	783	604	11	1.28449
CDP20599	1739	1560	1048	47.382
CDP20597	1793	1614	10	0.436992
CDP20603	898	719	0	0
CDP20605	501	322	1	0.219039
CDP20607	2995	2816	62.6767	1.56982
CDP20606	510	331	0	0
CDP20608	1106	927	172	13.0866
CDP20609	2130	1951	139	5.02498
CDP20610	2716	2537	130	3.61409
CDP20611	3135	2956	427.561	10.2017
CDP20615	1144	965	768	56.132
CDP20612	1782	1603	28	1.23197
CDP20614	1215	1036	830	56.5061
CDP20613	474	295	18	4.30355
CDP20616	908	729	56	5.41798
CDP17014	1899	1720	94.114	3.85925
CDP17013	1853	1674	1	0.0421329
CDP17012	2013	1834	248	9.53738
CDP20617	5285	5106	890	12.2938
CDP20623	2604	2425	400	11.6339
CDP20624	5703	5524	655	8.36304
CDP20628	912	733	10039	965.969
CDP20626	1287	1108	1685	107.26
CDP20627	2274	2095	1581	53.2261
CDP20625	2296	2117	631	21.0225
CDP20629	2053	1874	1068.78	40.2249
CDP20631	1595	1416	104.28	5.19413
CDP20630	2484	2305	272.964	8.35238
CDP20633	1185	1006	19	1.33209
CDP20634	1540	1361	26	1.34739
CDP20632	1360	1181	25	1.49302
CDP20635	1590	1411	47	2.34935
CDP20636	615	436	0	0
CDP20637	628	449	129	20.2638
CDP20638	3303	3124	681	15.3749
CDP20639	3153	2974	140.541	3.33303
CDP20649	1556	1377	1623	83.1307
CDP20646	475	296	270.6	64.4782
CDP20647	1380	1201	2959.4	173.795
CDP20648	1549	1370	225	11.5835
CDP20651	3276	3097	3219	73.3089
CDP20650	633	454	1	0.155353
CDP20652	1459	1280	8912	491.068
CDP20653	1399	1220	87	5.02963
CDP20654	2824	2645	1005	26.7989
CDP20655	183	17.7996	0	0
CDP20656	738	559	0	0
CDP20657	477	298	0	0
CDP20658	342	163	1	0.432702
CDP20659	1713	1534	0	0
CDP20660	876	697	120	12.143
CDP17261	1182	1003	0	0
CDP17258	1023	844	3	0.250701
CDP17267	2359	2180	0	0
CDP17263	3768	3589	127	2.49578
CDP17259	879	700	0	0
CDP17262	3229	3050	587	13.5742
CDP17260	3243	3064	20.2361	0.465816
CDP17264	1947	1768	18	0.71807
CDP17265	285	106	0	0
CDP17266	2501	2322	1	0.0303749
CDP20661	930	751	1099	103.213
CDP20662	1362	1183	108	6.43896
CDP20664	4415	4236	167.649	2.79139
CDP20663	120	6.21	0	0
CDP20665	540	361	103	20.1236
CDP17269	2116	1937	72.2086	2.62927
CDP17279	2094	1915	12.8641	0.473793
CDP17280	2200	2021	241.254	8.41948
CDP17270	2174	1995	913.63	32.3001
CDP17275	1008	829	0	0
CDP17276	465	286	4	0.98644
CDP17271	2224	2045	110.565	3.81331
CDP17272	1620	1441	1.03145	0.0504848
CDP17278	1335	1156	5.71711	0.348815
CDP17277	2349	2170	739	24.0194
CDP17268	1992	1813	22.554	0.87741
CDP17273	2081	1902	443.138	16.4326
CDP17274	135	7.48819	0	0
CDP17281	2331	2152	0	0
CDP20666	612	433	45.3483	7.38668
CDP20669	865	686	560	57.5759
CDP20670	1733	1554	438	19.8792
CDP20668	1728	1549	2030	92.4318
CDP20667	408	229	0	0
CDP20671	351	172	9	3.69055
CDP20672	378	199	42.2244	14.9654
CDP20674	192	21.9418	0	0
CDP20673	515	336	164	34.4256
CDP20675	954	775	13.8008	1.25597
CDP20676	306	127	0	0
CDP20677	609	430	0	0
CDP20678	1784	1605	44	1.93355
CDP20679	877	698	4	0.404186
CDP20680	1263	1084	7	0.455455
CDP20681	1999	1820	522	20.2291
CDP20682	2838	2659	1028	27.2679
CDP20683	2145	1966	1.52356	0.0546578
CDP20684	630	451	0	0
CDP20685	4022	3843	53.6079	0.983864
CDP20686	2498	2319	82	2.49396
CDP17382	2237	2058	1119	38.3496
CDP17380	497	318	226	50.1254
CDP17376	1060	881	0	0
CDP17378	1779	1600	119	5.2457
CDP17374	729	550	0	0
CDP17381	933	754	0	0
CDP17383	1308	1129	121	7.55907
CDP17375	1728	1549	350	15.9365
CDP17377	1896	1717	6	0.246466
CDP17379	730	551	194	24.8329
CDP20687	3666	3487	20.9436	0.42362
CDP20688	1497	1318	0	0
CDP20689	4545	4366	175.584	2.83647
CDP20690	933	754	1099	102.802
CDP20692	1612	1433	2327	114.532
CDP20695	453	274	4	1.02964
CDP20691	2363	2184	1957	63.1997
CDP20693	818	639	266	29.3601
CDP20694	2638	2459	2124	60.9218
CDP20696	357	178	4	1.58495
CDP20697	585	406	47	8.16486
CDP20698	2515	2336	884.817	26.7151
CDP20699	4424	4245	2353	39.095
CDP20700	1427	1248	399.616	22.5842
CDP17407	378	199	0	0
CDP17416	1222	1043	0	0
CDP17431	851	672	0	0
CDP17428	1750	1571	3	0.134686
CDP17414	1117	938	2	0.150385
CDP17426	1004	825	4	0.341966
CDP17430	105	5.29865	0	0
CDP17410	2469	2290	27	0.831582
CDP17435	1378	1199	0	0
CDP17413	924	745	0	0
CDP17411	1385	1206	0	0
CDP17406	387	208	12	4.06906
CDP17419	882	703	0	0
CDP17405	428	249	2	0.56651
CDP17417	3100	2921	0	0
CDP17429	1296	1117	0	0
CDP17432	492	313	2	0.450674
CDP17415	2482	2303	2	0.0612509
CDP17422	1917	1738	0	0
CDP17425	489	310	39	8.87319
CDP17409	447	268	5	1.31587
CDP17418	624	445	16	2.53593
CDP17421	684	505	2	0.279329
CDP17434	1476	1297	38	2.06643
CDP17424	894	715	5	0.49322
CDP17427	1864	1685	0	0
CDP17412	1246	1067	0	0
CDP17423	1074	895	8	0.63044
CDP17408	714	535	12	1.58199
CDP17420	1104	925	0	0
CDP17433	282	103	0	0
CDP20701	275	96.0001	7	5.14284
CDP20702	630	451	16	2.50219
CDP20703	1248	1069	58	3.82672
CDP20704	1983	1804	93	3.63599
CDP20705	619	440	7.01812	1.12498
CDP20706	663	484	23.475	3.42087
CDP20707	3060	2881	133.485	3.26788
CDP20709	1926	1747	109	4.40058
CDP20708	1698	1519	105.207	4.88499
CDP20710	1186	1007	969	67.8689
CDP17464	1556	1377	262.991	13.4705
CDP17461	648	469	2	0.30077
CDP17465	921	742	6	0.570327
CDP17462	1185	1006	0	0
CDP17463	740	561	29.6971	3.7336
CDP20713	1041	862	0	0
CDP20715	345	166	16	6.79812
CDP20714	1041	862	0	0
CDP20711	99	5.00576	0	0
CDP20712	2190	2011	42.7497	1.49933
CDP20716	432	253	0	0
CDP20717	699	520	0	0
CDP20719	294	115	0	0
CDP20718	1987	1808	333	12.9904
CDP20720	420	241	0	0
CDP17469	1217	1038	705	47.9036
CDP17467	854	675	323	33.7501
CDP17470	972	793	69	6.13695
CDP17471	1061	882	29	2.31903
CDP17468	2969	2790	1951	49.3208
CDP17466	708	529	64	8.53298
CDP20721	972	793	0	0
CDP20723	624	445	193	30.5896
CDP20722	1213	1034	390	26.6024
CDP20724	2889	2710	12.1902	0.317262
CDP17473	4242	4063	1154.88	20.0478
CDP17476	883	704	72	7.21334
CDP17481	3024	2845	94.0616	2.33188
CDP17480	2553	2374	224.58	6.67218
CDP17486	1545	1366	0	0
CDP17477	2496	2317	30	0.913213
CDP17474	1456	1277	80	4.41851
CDP17479	372	193	1	0.365443
CDP17483	1947	1768	121.439	4.84456
CDP17472	3719	3540	377.609	7.52342
